exam_name,question_number,topic,subtopic,question_text,A,B,C,D,correct_label,explanation
examreview_103721974,40,"Practice of Real Estate and Disclosures, Including Specialty Areas",Record Keeping Requirements,What types of records must a California brokerage retain for at least three years?,Documents related to real estate activities that require a license,Documents that are handled by the brokerage but not provided to an escrow agent,Only trust account records,Specific records the DRE has listed as being related to client funds,A,"Records that must be maintained for at least three years are listings, deposit receipts, canceled checks, trust records, and all documents related to real estate activities that require a license."
examreview_103721974,41,Property Ownership and Land Use Controls and Regulations,Public Controls,Builders weren't allowed to develop new properties in Cityville for six months. This is likely because the city had enacted a ______.,Condemnation,Moratorium,New tax base,Zoning ordinance,B,A temporary halt on new building is a moratorium.
examreview_103721974,42,Financing,General Concepts,"When using an amortization chart, you use the interest rate and the loan term to arrive at a factor, such as 5.17808. Now what do you do?",Divide the loan amount by the factor.,Divide the sales price by the factor.,Multiply the number of thousands in the loan by the factor.,Multiply the number of thousands in the sales price.,C,The factor found where the term and interest rate intersect is multiplied by the number of thousands in the loan.
examreview_103721974,43,"Practice of Real Estate and Disclosures, Including Specialty Areas",DRE Jurisdiction and Disciplinary Actions,What is the role of the Real Estate Commissioner?,Act as chief executive officer of the California DRE,Advise the governor on personal real estate dealings,Preside over real estate cases in court,Value properties listing for sale or rent in California,A,The governor appoints a Real Estate Commissioner to act as chief executive officer of the California DRE.
examreview_103721974,44,Property Ownership and Land Use Controls and Regulations,Property Characteristics,"A developer purchased 78 acres and subdivided them into half-acre lots. They installed sewer and underground electric for the entire subdivision, hoping to recoup their initial infrastructure investment. This is an example of which economic characteristic of real property?",Area preference,Immobility,Permanence of investment,Scarcity,C,"Infrastructure installation is an example of permanent improvements to a property that upgrade the entire subdivision and reduce issues down the road. They can't be easily reversed. Thus, these types of improvements represent ""permanence of investment."""
examreview_103721974,45,"Practice of Real Estate and Disclosures, Including Specialty Areas",Specialty Areas,What is one advantage of joining a real estate team within a brokerage?,Doing so allows you to specialize.,Joining a team offers higher commission per transaction.,Team membership gives you broad experience.,The cooperative agreement includes free advertising.,A,"Team members usually specialize in one aspect of real estate and share commissions. Although the commission from individual transactions may be lower, overall commissions can be higher and may be achieved sooner because they are shared by team members."
examreview_103721974,46,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,"When you perform a required visual inspection of a property, what will you be looking for?","Clues to possible physical defects, such as moisture stains, uneven floors, or cracks in the walls",Design and remodeling ideas,Evidence of proper house cleaning,Opportunities to improve the way the home is staged for showings,A,Your visual inspection should focus on red flags that would indicate a possible physical issue with the property. Anything that seems like a problem should be followed up with questions to the seller.
examreview_103721974,47,"Practice of Real Estate and Disclosures, Including Specialty Areas",Transfer Disclosure Statement,One of the listing agent's main responsibilities regarding the TDS is to ______________.,Complete the seller's information section,Educate buyers of their option to waive receipt of the TDS,Educate the seller regarding the legal responsibility to complete it properly,Ensure that buyers do not see it prior to closing,C,"The listing agent has a responsibility to inform the seller regarding the legal responsibility to complete it properly, make certain it is completed thoroughly, perform a visual inspection, disclose any issues, and deliver the TDS promptly."
examreview_103721974,48,Financing,Types of loans,"Recently retired Admiral Bongo and his wife, Lucy, contact you. They want you to help them purchase their dream house now that he's retired, but one that has the necessary accommodations for the admiral's disability. They also confide in you that they don't have a lot of money saved up for a down payment. Which type of financing may work best for them?",A conventional loan combined with a seller carry back.,A conventional loan using the admiral's retirement money as a down payment.,An FHA 203(k) loan to fix their new home up.,"A VA loan, which requires no down payment.",D,"Current and former members of the military may be eligible for a VA loan. Although the FHA 203K loan allows for renovation financing, VA loans require no down payment."
examreview_103721974,49,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,A family with two young children is denied the opportunity to view an available unit in housing intended for older persons. Which of the following statements is true?,The federal Fair Housing Act allows an exemption for communities that are designed and operated for older persons.,The federal Fair Housing Act allows an exemption for communities that don't have playgrounds or play areas for children.,This is a violation of the federal Fair Housing Act because it discriminates on the basis of age.,This is a violation of the federal Fair Housing Act because it discriminates on the basis of familial status.,A,A familial status exemption is available for housing for older persons that meets HUD's requirements.
examreview_103721974,50,Financing,Types of Loans,Which statement describes a conforming loan?,A loan that fails to meet the criteria set forth by Fannie Mae and Freddie Mac,A loan that meets certain criteria that are accepted by Fannie Mae and Freddie Mac,"A loan that requires a larger-than-usual, one-time payment at the end of the term",A loan to buy a high-priced or luxury home,B,"A conforming loan is one that meets certain criteria accepted by Fannie Mae and Freddie Mac. Lenders who make conforming loans can more easily sell them on the secondary market, reducing their financial risk."
examreview_103721974,51,Financing,General Concepts,Which of the following is the credit score range?,200 and 500,300 and 850,80 and 100,One and 10,B,"A credit score is a number ranging between 300 and 850; the lower the number, the higher the risk."
examreview_103721974,52,Financing,General Concepts,"An individual is purchasing a small craft shop, including the underlying real estate. She applies for a commercial loan from her federally insured bank to complete the purchase. Is this transaction covered by the Real Estate Settlement Procedures Act?",No. Commercial and business loans are exempt from RESPA requirements.,No. RESPA only applies to loans obtained from private lenders.,Yes. All loans secured by real estate are subject to RESPA requirements.,"Yes. Because the loan is from a federally insured financial institution, the loan is subject to RESPA requirements.",A,Commercial and business loans are exempt from RESPA.
examreview_103721974,53,"Practice of Real Estate and Disclosures, Including Specialty Areas",Specialty Areas,"The ______ is a purpose-driven organization propelled by a passionate combination of entrepreneurial spirit, cultural heritage, and the advocacy of its members.",Asian Real Estate Association of America (AREAA),Minority Real Estate Professionals of America (MREPA),National Association of Hispanic Real Estate Professionals (NAHREP),National Association of Real Estate Brokers (NAREB),C,This statement describes NAHREP.
examreview_103721974,54,Property Ownership and Land Use Controls and Regulations,Encumbrances,Which type of encumbrance would stop a homeowner from starting a gardening greenhouse because it sits next to a nature conservancy?,Accounting,Covenant,Financial,Physical,D,A physical encumbrance limits what can be done on the property and can decrease the property value.
examreview_103721974,55,Property Ownership and Land Use Controls and Regulations,Government Rights in Land,Which of these statements about property tax in California is NOT true?,A change in ownership will cause the base value of the property to be reassessed using the year of transfer.,"An improvement to a property that hasn't changed ownership, such as adding a swimming pool, will result in multiple base value years.","Certain improvements to property, such as a seismic retrofit, won't affect its base value.","If the property is sold, the base value will change but can increase by no more than",D,"2%. When property changes hands, in most cases it will be reassessed for a new base value year. The new value uses current market value, which may be much more than a 2% increase over the previous base value."
examreview_103721974,56,Property Ownership and Land Use Controls and Regulations,Descriptions of Property,A buyer knows the postal address of the property they're purchasing but are wondering about the legal description of the property. Where is the most likely place to find the legal description?,Deed,HOA covenant,Home warranty,Listing agreement,A,"Legal descriptions, which appear on deeds and other legal documents, provide a less ambiguous and more complete description of a property than a street address does."
examreview_103721974,57,Property Ownership and Land Use Controls and Regulations,Classes of Property,"When Henry first began his real estate career, he focused on residential properties. As he gained more experience, he found that he really enjoyed helping business owners find warehouses for their products, or properties where they could conduct manufacturing activities. Of the primary categories of real estate, what types of properties does Henry handle?",Industrial,Leisure,Residential,Retail,A,Warehouses and manufacturing facilities are industrial properties.
examreview_103721974,58,Contracts,General,All of the following are true regarding implied agreements EXCEPT which one?,An implied agreement is based on actions or behaviors.,An implied agreement is based on a formal agreement.,"With an implied agreement, it's possible that the other party didn't intend to be bound.","With an implied agreement, there's an increased chance of confusion.",B,"An implied agreement isn't based on any formal agreement, either written or implied, between the principals."
examreview_103721974,59,Property Ownership and Land Use Controls and Regulations,Classes of Property,Plants in a yard would be considered part of the real property because of the ______.,Adaptation to the land,Agreement of the parties,Intention in placing the item,Method of annexation,D,The method of annexation-planting in the ground-implies that the plantings were expected to stay with the land.
examreview_103721974,60,Transfer of Property,Escrow,"At a closing, who orders, prepares and reviews closing-related documents?",The broker,The buyer,The closing agent,The seller,C,"The closing agent is responsible for ordering and reviewing the closing paperwork. Depending on local custom, this may be a broker, title representative/escrow officer, or attorney."
examreview_103721974,61,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,In what way did the Supreme Court case of Brown vs. Board of Education affect the way fair housing laws are implemented today?,The court found that racially segregated school buses were unconstitutional.,"The court legalized racial segregation through the ""separate but equal"" doctrine.",The court's decision made segregated school boards illegal.,"The decision overturned the doctrine of ""separate but equal.""",D,"Brown vs. Board of Education (1954) overturned a previous court decision that allowed racial segregation on the basis of the ""separate but equal"" doctrine."
examreview_103721974,62,"Practice of Real Estate and Disclosures, Including Specialty Areas",Property Management,A property manager has just started working for a new property owner who owns a small apartment building. The property manager learns that construction of a large apartment complex has been approved one block away from his client's apartment building. What type of analysis would include this information?,Analysis of alternatives,Competitive analysis,Market analysis,Property analysis,B,A competitive analysis includes investigation into competing properties.
examreview_103721974,63,Contracts,General,"In a contract, consideration is the giving of ______.",Notice to attorneys that they may review the terms of the agreement,Something of value in exchange for something of value,Something of value in exchange for something without value,Thoughtfulness and courtesy to all parties,B,Consideration is the giving of something of value in exchange for something of value.
examreview_103721974,64,"Practice of Real Estate and Disclosures, Including Specialty Areas",Technology,Which of the following statements about advertising rules and technology-based media is TRUE?,"Advertising rules apply online, just as they do in other media.",Licensees shouldn't advertise online.,Only brokers can advertise online.,Only certain types of properties can be advertised online.,A,The same advertising rules apply online and in other formats.
examreview_103721974,65,"Practice of Real Estate and Disclosures, Including Specialty Areas",Property Management,"To develop a marketing plan for the property owner, the property manager should ______.","Compare the competition to the rates, condition, amenities, and location of the owner's property",Ignore the property's vacancy rate,Rely on the owner to do the market research,Take an existing marketing plan from an old property and modify it slightly,A,"The first step the property manager should take in developing a marketing plan is to perform a market analysis by comparing the competition to the rates, condition, amenities, and location of the owner's property."
examreview_103721974,66,Financing,Types of Loans,An ARM usually offers an initial interest rate that's ______ a fixed rate mortgage for a period of time.,Different in nature from,Equal to,Higher than,Lower than,D,"Initially, most ARMs will offer a lower interest rate than a fixed-rate mortgage. This rate applies to the introductory period, before the first adjustment kicks in."
examreview_103721974,67,Financing,Government Programs,What is a unique feature of a VA loan?,All properties are eligible.,All veterans are eligible.,The VA will guarantee a loan based on the sales price or the CRV.,VA loans can be used for investment properties.,C,"When granted, the loan guarantee amount is limited by either the CRV or the sales price, whichever is lower."
examreview_103721974,68,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,Charles just learned that the master bath addition on the home he purchased was built without obtaining permits. It's actually situated too close to the lot line. What might Charles have to do to his master bath?,Get his neighbor's permission for the proximity to the lot line.,Pay an exorbitant zoning fee.,"Since it's a bathroom and not a bedroom, he won't have to mitigate.",Take the addition down.,D,"In some cases, unpermitted additions may need to be taken down if they don't meet code-which this one doesn't."
examreview_103721974,69,Laws of Agency and Fiduciary Duties,"Law, Definition and Nature of Agency Relationships, Types of Agencies, and Agents","A broker has designated two licensees to represent opposing sides in the same transaction. One licensee represents the seller, and the other licensee represents the buyer. What relationship does the broker have to the buyer and the seller?",The broker is a designated agent to both the buyer and the seller.,The broker is a designated agent to the buyer and a dual agent to the seller.,The broker is a designated agent to the seller and a dual agent to the buyer.,The broker is a dual agent to both the buyer and the seller.,D,A dual agent represents both parties.
examreview_103721974,70,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,"Ken, a licensee, has published an ad claiming that he can sell homes for 25% more than any of his competitors. The Federal Trade Commission determined this to be a deceptive ad. What might the FTC require Ken to do as a penalty for his deception?",Discontinue publishing any ads for one full year.,Live up to the claims in his ad within the next six months or go to prison.,Pay each client 25% of the sale price for every house he sells.,Take out new ads correcting the misinformation in his original ad.,D,The FTC may impose informational remedies designed to help consumers understand the deception that occurred. Ken will likely be required to take out new ads to correct the misinformation. He may also be required to include a disclosure in future ads.
examreview_103721974,71,"Practice of Real Estate and Disclosures, Including Specialty Areas",General Ethics,"A property is listed as having four bedrooms and two-and-a-half bathrooms. However, when showing your buyer clients the property, you only count three bedrooms. As their agent, what should you do as part of your due diligence?",Call the police.,Demand the homeowner build another bedroom.,Ignore the discrepancy.,Investigate this discrepancy.,D,Licensees have the responsibility to investigate any discrepancies of a material nature. Number of bedrooms is material to the value of a property.
examreview_103721974,72,Laws of Agency and Fiduciary Duties,Responsibilities of Agent to Non-Client Third Parties,Which of the following is the most serious consequence of treating a customer as a client?,Breaching your duty to your actual client,Drumming up potential business,Wasting your time,Working for someone for free,A,"If you treat a customer as a client, you could breach your duty to your client. For instance, if you provided client-level service to a buyer interested in your seller's listing, you'd be breaching the duty of undivided loyalty to the seller."
examreview_103721974,73,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,Which of the following is a means by which radon may enter a home?,Cracks in the basement floor.,In garage debris,In public water systems,Via trees and shrubs,A,Radon comes from the ground. Cracks in a basement floor can allow radon to enter the home.
examreview_103721974,74,Financing,General Concepts,What is one way to improve your debt-to-income ratio without reducing your debt?,Increase credit card balance,Increase debt,Increase expenses,Increase income,D,"The debt-to-income ratio has two parts: debt and income. If you can't reduce debt, increasing income will improve your ratio."
examreview_103721974,75,Transfer of Property,Transfer Through Court Supervision,"If a property owner dies intestate and no heirs or creditors can be found, what becomes of the property?",A lottery is held for ownership.,The property is combined with an adjoining property.,The property reverts to a former owner as recorded on the deed.,The state claims the property through escheat.,D,"When a property owner dies without a will, the state may claim the property through escheat if no heirs or creditors can be found. Among other benefits, this prevents a dwelling from remaining vacant for years, leading to deterioration."
examreview_103721974,76,Property Ownership and Land Use Controls and Regulations,Encumbrances,"How can you determine lot size, easements, and encroachments of a property? Select the answer that would provide the most comprehensive search.",Check the county recorder's office and local building board.,"Research the deed and title history, check maps at the county recorder's office, and review land surveys.","Review subdivision maps, pace off the property, and check tax records.","Search the property's deed and title history, ask the neighbors, and pace off the property.",B,"To determine easements, encroachments, and lot size, research the deed and title history, check maps at the county recorder's office, and review land surveys."
