exam_name,question_number,topic,subtopic,question_text,A,B,C,D,correct_label,explanation
examreview_103513521,19,Financing,Financing/Credit Laws,"The ______ was enacted in 2010 to create stricter regulation of the financial services industry to reduce costs for consumers from (for instance), undisclosed kickbacks.",Dodd-Frank Wall Street Reform and Consumer Protection Act,Equal Credit Opportunity Act,Real Estate Settlement Procedures Act,Truth in Lending Act,A,The aim of the Dodd-Frank Wall Street Reform and Consumer Protection Act was to regulate the financial services industry more effectively.
examreview_103513521,20,Financing,Types of loans,Stacey's lengthy military service makes her uniquely eligible for a(n) ________.,FHA loan,Piggyback loan,Subprime loan,VA loan,D,Individuals eligible for VA loans include military members who have served 181 days on active duty or three months during war time.
examreview_103513521,21,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,Homes built in which one of the following years are more likely to have asbestos present?,1960,1990,2000,2010,A,Homebuilding materials that contain asbestos are more likely to be found in homes built prior to the 1980s.
examreview_103513521,22,Contracts,General,Which of the following elements is always required for a real estate contract to be valid?,Attorney review,Consideration,Earnest money,Profit,B,"For a contract to be legally binding, an offer and an acceptance must be supported by consideration, which is defined as something of value offered by both parties. Earnest money is one type of consideration, but earnest money isn't required for a contract to be valid."
examreview_103513521,23,"Practice of Real Estate and Disclosures, Including Specialty Areas",Permitted Activities of Unlicensed Sales Assistants,Which of the following tasks would require a real estate license in California?,Assemble closing documents,Calculate a commission check,Host an open house,Place a for sale sign in a front yard,C,"Administrative tasks are fine, but anything that involves activities normally performed by a licensee (such as meeting with the public to show real estate) would require a license."
examreview_103513521,24,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,Why should buyers ask sellers of older homes whether they've replaced the wiring system?,Because out-of-date electrical wiring can cause a wide a variety of problems.,Because the buyer will be required to update the wiring if it's more than 10 years old.,Because the seller will be required to update the wiring if it's more than 10 years old.,Buyers shouldn't ask about the wiring.,A,Out-of-date wiring can cause a variety of problems and could be unsafe. Buyers will want to investigate any electrical issues.
examreview_103513521,25,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Listings for sale or lease involving ______ to ______unit residential and commercial properties require agency disclosure in California.,One; 10,One; 40,One; five,One; four,D,Agency disclosure is required for listings for sale or lease involving one to four unit residential properties and non-residential (commercial) properties.
examreview_103513521,26,Contracts,General,Which of these groups of people are considered legally able to enter into a contract in California?,"Convicts, incompetents, corporations","Emancipated minors, aliens, LLCs","Minors, aliens, convicts","Minors, aliens, LLCs",B,"Parties who may enter into a contract include emancipated minors, aliens, individual proprietors, partnerships, limited liability companies, corporations, nonprofit associations, personal representatives, and convicts."
examreview_103513521,27,Transfer of Property,Title Insurance,"Marsha's title insurance policy was issued on closing day, which was June 18. The policy lists the standard exclusions as well as requirements for the company to issue the policy, such as paying off existing recorded liens. Which one of these will NOT be addressed in the schedule of exceptions?","Marsha's second mortgage on the property, which she plans to get next January",Marsha's unrecorded lease on the property,"Smith and Martin Building and Rehab's mechanic's lien, which was filed on June 18",The local cable company's unrecorded easement through the property for underground wiring. Marsha disclosed this to the title company,A,Title insurance typically covers events or claims filed on the public record before the title insurance policy's effective date but excludes disclosed and undisclosed easements.
examreview_103513521,28,Property Ownership and Land Use Controls and Regulations,Classes of Property,What's the best definition of personal property?,"Artificial attachments to land that include things such as fencing, buildings, and walkways",Everything that's not real property,Land,Property that's fenced,B,Personal property is everything that's not real property.
examreview_103513521,29,Property Ownership and Land Use Controls and Regulations,Encumbrances,What makes an income tax lien different from a property tax lien?,An income tax lien has priority over a property tax lien and will be paid first upon foreclosure.,An income tax lien is a general lien and a property tax lien is a specific lien.,An income tax lien is placed by the federal government and a property tax lien is placed by the state.,An income tax lien is voluntary and a property tax lien is involuntary.,B,"An income tax lien is an example of a general lien because it's a lien against all of the person's assets, while the property tax lien is a lien on the real property for which the tax was assessed."
examreview_103513521,30,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,Which of these actions is legal?,A landlord offers an apartment to a woman only if she goes out with him.,A landlord refuses to show or rent an apartment to someone who is not Christian.,A landlord requires a larger deposit for each child who will be living in the home.,A man advertises for a roommate to share his two-bedroom apartment and specifies that he prefers female roommates.,D,"If the housing is an apartment or house with a shared common living area, a preference for sex may be advertised."
examreview_103513521,31,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,The Notice of Airport disclosure is required because _____________.,Buyers may want to rent an airplane hangar if the airport is nearby,Many commuters appreciate living near an airport,Noise and vibrations from airplanes can be disturbing to those living under or near the flight paths,"The airport may need to expand in the future, requiring homes to be demolished",C,The proximity of an airport is a required disclosure because it can create stress in those exposed to the noise and vibration on a regular basis.
examreview_103513521,32,"Practice of Real Estate and Disclosures, Including Specialty Areas",General Ethics,"While showing a property to your buyer client, you notice that new carpet was recently installed in the basement, and new paneling has been tacked to the walls. You know this is often something sellers do when they want to cover up evidence of water damage. You are ethically obligated to ______.","Point this out to your buyer client, and suggest she have an inspector look into this if she's interested in the property","Point this out to your buyer; inform her that the sellers are clearly hiding water damage, and tell your client that if the sellers are lying about this you cannot guess what else they're lying about",Report the sellers' agent to the local board and file an ethics complaint,Report the sellers to the local board and file an ethics complaint against them,A,"You should inform your buyers of pertinent and relevant facts that may affect their decision to purchase, but should not claim to be qualified as an inspector."
examreview_103513521,33,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,Inconsistent temperatures from room to room is a common indication of a problem with what system or home feature?,Electrical,Foundation,Heating and cooling,Roofing,C,Hot and cold rooms could be the result of duct problems or a room without a temperature control. These are heating- and cooling-related items.
examreview_103513521,34,"Practice of Real Estate and Disclosures, Including Specialty Areas",Technology,You're posting a listing on the MLS. Which of the following are you allowed to do according to most MLS guidelines?,Post the listing without a photo,Self-promote,"State that a property is ""one block"" from downtown, if it is",Withhold the listing for two weeks prior to posting it on the MLS,C,"It's not okay to self-promote. The idea is cooperation and marketing the listing, not yourself. It's also not okay to withhold the listing from the MLS unless the seller approves this in writing. Usually one exterior shot is required, at a minimum."
examreview_103513521,35,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,What's market allocation?,Agreeing with a competing firm on how to split a market,Deciding to own the market with aggressive marketing strategies,"Deciding which clients you will work with, and which you won't",Partnering with a branch office to dominate a market,A,Antitrust violations usually involve agreements between competitors.
examreview_103513521,36,Property Ownership and Land Use Controls and Regulations,Government Rights in Land,"What's required in order for a homeowner to receive a $7,000 exemption on property tax?",The property may not be secured by a mortgage lien.,The property owner may not own other real property in the state.,The property owner must be a veteran.,The property owner must reside in the home.,D,"Homeowners qualify for the property tax exemption of $7,000 if they reside in the home. It's a reduction in the property's assessed value."
examreview_103513521,37,Financing,Types of Loans,Which of the following describes amortized debt?,"Debt that increases over time, but allows early payments to remain low",Debt that's paid off by making periodic payments,Debt with an amortized interest feature,Debt with an amortized principal feature,B,These periodic payments consist of both principal and interest.
examreview_103513521,38,Financing,Mortgages/Deeds of Trust/Notes,The mortgage and the deed of trust are ______ that pledge property as collateral for a loan.,Amortization plans,Promissory notes,Security instruments,Title documents,B,"The security instrument pledges the property as collateral for the loan, which is described in the promissory note."
examreview_103513521,39,"Practice of Real Estate and Disclosures, Including Specialty Areas",DRE Jurisdiction and Disciplinary Actions,"If your license is suspended, it's only temporary. If your license is revoked, it is permanently removed and requires ______.",Additional education,A new license application after the penalty period,A small fee,A verbal reprimand,B,"If your license is revoked, you must wait out any designated penalty period before you can apply for a new license."
examreview_103513521,40,Contracts,General,"A buyer backed out of a deal, and the seller kept the earnest money deposit. What is this an example of?",Accepting liquidated damages,Accepting partial performance,Suing for damages,Suing for specific performance,A,"All of the answer options are actual remedies to breach of contract, but in this scenario, the seller kept the earnest money, which is known as accepting liquidated damages."
examreview_103513521,41,Financing,General Concepts,"From a lender's perspective, what does a credit score on the low end indicate?",Better rates,Credit usage,Higher risk,Lower risk,C,"A credit score is a number ranging between 300 and 850. The lower the number, the higher the risk."
examreview_103513521,42,Property Ownership and Land Use Controls and Regulations,Government Rights in Land,"The Kelo vs. City of New London U.S. Supreme Court ruling was controversial because the U.S. Constitution prohibits the government from taking private property except for ""public use."" What governmental power was central to this case?",Eminent domain,Escheat,Police power,Taxation,A,Kelo vs. City of New London focused on the power of eminent domain. It ruled that cities can take private property to promote private economic development.
examreview_103513521,43,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,Diana is selling her condominium. She has a responsibility to ________to the buyer.,Disclose all material facts about the property,Explain why she is selling,Introduce her neighbors,Show her condo in its best light,A,"In California, sellers have a responsibility to disclose all material facts about the property to the buyer. In a caveat emptor state, this disclosure responsibility is not as strict, and the onus is on the buyer to discover material defects."
examreview_103513521,44,Contracts,Purchase/Lease Options,Which of these statements accurately describes the purpose of a real estate option agreement?,"Creates the option to buy a property in the future, within a specific time frame and at a particular price",Obligates the buyer to enter into a purchase agreement by a specific date,"Provides a lessee, or renter, with the option to purchase the rented property at any time during the tenancy",Used by an investor to open a stock options account with an investment broker,A,"The option agreement creates the option (but not obligation) to buy a property in the future at a particular price, and the contract requires a time frame or ""option period."""
examreview_103513521,45,Laws of Agency and Fiduciary Duties,Responsibilities of Agent to Seller/Buyer as Principal,To whom does a licensee owe the duty of disclosure of material facts?,All parties to a transaction,"The buyer, if a client","The seller, if a client","The seller or buyer, if they are customers",A,"Disclosure of material facts is required for all parties, whether they're represented or not."
examreview_103513521,46,"Practice of Real Estate and Disclosures, Including Specialty Areas",Trust Account Management,"Randy, a broker, regularly places his client's trust funds in the firm's general business account, noting ""trust fund"" on the ledger. What is the problem with this approach?",They must be placed in an interest-bearing account.,They must be placed in a trust fund bank account or neutral escrow.,They must go into a separate general business account.,"They should not be marked ""trust fund.""",B,Trust funds must be held in accounts separate from personal and business funds to be in compliance with commissioner's regulations and the Business and Professions Code.
examreview_103513521,47,Contracts,General,"A subcontractor missed several key deadlines, and the homeowner lost money waiting for the work to be completed. The homeowner consulted an attorney and terminated the contract. What is this an example of?",Accepting partial performance,Mutually rescinding the contract,Rescinding the contract unilaterally,Suing for damages,C,"In this example, the homeowner rescinded the contract unilaterally as a means of remedying the breach of contract."
examreview_103513521,48,Property Ownership and Land Use Controls and Regulations,Private Controls,Your client is developing a subdivision of 140 houses. They may place deed restrictions on as many as ______ properties.,140 (100%),35 (up to 25%),70 (up to 50%),Zero,B,"Deed restrictions can be placed on an individual property, an entire subdivision, or a neighborhood."
examreview_103513521,49,"Practice of Real Estate and Disclosures, Including Specialty Areas",Need for Inspection and Obtaining/Verfiying Information,Why is a home inspection recommended?,It gives the buyer a snapshot in time of the home's condition.,It helps the buyer identify cosmetic changes that must be made.,It's free to the buyer.,It's required by law for most residential transactions.,A,"A home inspection is recommended for all residential real estate transactions as a way for the buyer to be fully informed about the property's condition. Inspections reveal material defects of a property, so buyers know exactly what they're buying."
examreview_103513521,50,Transfer of Property,Types of Vesting,"Which ownership type is defined by four unities: time, title, interest, and possession?",Freehold estate,Joint tenancy,Tenancy by the entirety,Tenancy in common,B,"This is joint tenancy. Tenancy by the entirety requires a fifth unity (person). If one joint tenant dies, that tenant's interests go to the remaining joint tenants. If only one tenant is left, that tenant owns the property in severalty."
examreview_103513521,51,Transfer of Property,Types of Vesting,"Three sisters owned a vacation home two blocks from the beach. Sadly, one sister passed away over the winter, so when summer arrived, the other sisters shared the home with a nephew, to whom one sister willed her share of the property. What type of ownership is this?",Estate in severalty,Joint tenancy,Tenancy by the entirety,Tenancy in common,D,"This is a form of shared ownership, but only tenancy in common provides for inheritability-the other forms share the rights of survivorship (the existing tenants assume the deceased's share of the property)."
examreview_103513521,52,Property Ownership and Land Use Controls and Regulations,Types of Ownership,In which type of common interest subdivision are the owner's shareholders in a corporation that owns the property?,Condominium project,Planned development,Stock cooperative project,Time-share,C,"A stock cooperative, which can be an apartment, office, store, or other type of building, is owned by a corporation, and owners own a share in the property through it. Each receives an exclusive occupancy of a portion of the property."
examreview_103513521,53,Transfer of Property,Types of Vesting,"Which type of ownership termination allows each tenant to have a specific, divided portion (partition) of the property exclusively?",Termination by division,Termination of co-ownership by partition,Termination of estate in severalty,Termination of joint tenancies,B,"Termination of tenancy in common by partition allows each tenant to have a specific, divided portion of the property exclusively. If the property can't be divided, the court may rule that the property be sold, and the proceeds divided by the tenants."
examreview_103513521,54,Laws of Agency and Fiduciary Duties,Termination of Agency,"Jenson signed a seller agency agreement with Susan. Right before closing, a hurricane destroyed the property. What happened to Jenson and Susan's agreement?",It's terminated once the specified term in the agency agreement expires.,Jenson and Susan can mutually agree to terminate the agreement.,The agreement terminates by force of law.,The client can revoke the agreement but may be considered in breach of contract.,C,"Because the property was destroyed, the listing agreement terminated by force of law."
examreview_103513521,55,Transfer of Property,Transfer Through Court Supervision,What's a quiet title action?,A lien placed against a potential land owner for property purchased by another,"An action to locate and notify all who may have some claim on the title, and determine the validity of all claims",A type of title insurance that reimburses the policyholder if the neighborhood is noisier than normal,A way to anonymously purchase property without filing the title or transfer on record,B,A quiet title action involves locating a person who may have some claim on the title and determining the validity of any claims on title.
examreview_103513521,56,"Practice of Real Estate and Disclosures, Including Specialty Areas",Transfer Disclosure Statement,"When Tara is working with a client to sell his mountain cabin, she asks the client to complete the Seller Property Questionnaire and the TDS. The seller says, ""But we haven't received any offers yet."" What can Tara tell him about the timing required for providing the TDS?",The TDS is required to be submitted when the property is listed.,"The TDS is required to complete the agency agreement, and must be completed as soon as possible.",The TDS must be available to prospective buyers at least 10 days prior to the acceptance of any offer.,The TDS should be submitted as soon as is practicable.,D,The TDS must be completed as soon as is practicable and certainly before the execution of any sales contract or transfer of title. The residential purchase agreement requires disclosures be provided no later than seven days after offer acceptance.
examreview_103513521,57,"Practice of Real Estate and Disclosures, Including Specialty Areas",Property Management,Carla's landlord raised her rent 12% over the previous year's rental rate and gave her 45 days' notice. Was this legal under California's Tenant Protection Act?,No; landlords may not raise rents more than 10% annually.,No; the landlord may not raise rents more than 5% annually.,"Yes, as long as he gives Carla 30 days notice of the increase.","Yes, provided the landlord gives Carla the option to move into a less expensive unit.",A,"The Tenant Protection Act of 2019 prohibits annual rental increases of more than 5% plus the cost of living, and in no case more than 10%."
examreview_103513521,58,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,What is an abandoned or unused commercial or industrial site that contains suspected contaminants?,A brownfield,A Brown Zone,A space that cannot be used,A special use landfill,A,A brownfield is an abandoned or otherwise unused commercial or industrial site with suspected contaminants.
examreview_103513521,59,Property Ownership and Land Use Controls and Regulations,Types of Ownership,Which type of subdivision is defined as separately owned parcels where purchasers also share interest in common areas?,Common interest subdivision,Standard subdivision,Subdivided lands project,Undivided interest subdivision,A,"Remember, common interest subdivision purchasers share a portion of the subdivision and hold equal interest in those common areas, but retain some exclusive right to access, use, or occupy the property."
examreview_103513521,60,Contracts,General,"Jayne was tired of waiting for her subcontractor to get his part of the deal done. The agreed-upon deadlines came and went, and Jayne lost money waiting for the subcontractor to come through. She decided that if the subcontractor weren't going to honor his commitments, neither was she, so Jayne consulted with her attorney and then terminated the contract. This is an example of ______.",Accepting partial performance,Mutually rescinding the contract,Rescinding the contract unilaterally,Suing for damages,C,"In this example, Jayne rescinded the contract unilaterally as a means of remedying the breach of contract."
examreview_103513521,61,Property Valuation and Financial Analysis,Value,Which of the following is the cost of replacing a building in the case of total loss?,Insured value,Investment value,Market value,Value in use,A,Insured value should be the cost of replacement in the event the property's destroyed.
examreview_103513521,62,Transfer of Property,Title Insurance,Which document is used to give a buyer an overview of the title history and information about what is or isn't covered in a title insurance policy?,Abstract of title,Guarantee of title,Preliminary report,Title insurance,C,Title insurance companies issue a preliminary report with the current title history and any liens or encumbrances. It outlines what the insurance company will or won't cover on its forthcoming insurance policy if the title is found to be acceptable.
examreview_103513521,63,Financing,General Concepts,Which of the following describes a buydown?,ABC Lending charges origination points and offers a 4.5% rate.,Buyers pay the seller a prepaid lump sum prior to closing to reduce the sales price.,Your clients opt to pay their lender two discount points in a lump sum so they can lock in a reduced interest rate.,Your sellers pay some of the buyer's closing costs so the buyer can put more money to their down payment.,C,"With a buydown, the borrower pays a lump sum to the lender to buy down the interest rate, lowering their monthly payment."
examreview_103513521,64,Financing,Government Programs,Which of the following is a borrower eligibility requirement for CalHFA?,California veteran,Doesn't intend to reside in the home for the length of the loan,Owned a home before,"U.S. citizen, permanent resident, or qualified alien",D,"The borrower must be a U.S. citizen, permanent resident, or qualified alien. The borrower must live in the home being purchased for the duration of the loan term (or until the home is refinanced or sold)."
examreview_103513521,65,Transfer of Property,Types of Vesting,How may a buyer's title be vested through escrow?,As a cash reconciliation,As an estate in severalty or co-ownership,As an interpleader,As an officiate of the state,B,"A buyer takes title through escrow in the same way as in other transactions, as an estate in severalty, or co-ownership. It could even be vested as a corporation, limited liability company, or partnership."
examreview_103513521,66,Financing,Types of Loan Originators,"Rachel loves convenience. As you can imagine, she was thrilled when she was able to finance her mortgage through the same institution where she deposits her payroll checks. Which of these most likely financed Rachel's mortgage?",Insurance company,Investment group,Mortgage broker,Savings and loan,D,"Thrifts, or savings and loan associations, specialize in taking in savings deposits and then lending money out to consumers through mortgages and other loans."
examreview_103513521,67,Contracts,Advance Fee,Which of the following advance fees is legal?,"Bart, a licensee, receives an advance fee directly from his principal after having the advance fee agreement approved by California DRE.","Homer, a licensee, receives an advance fee from his client, Edna Krabapple. He does not report this to his broker.","Lisa, a licensee, receives approval for her advance fee agreement from California DRE and is paid through her broker.","Marge, a licensee, uses an advance fee agreement obtained through a stationery form and does not submit it to California DRE for approval, but is paid through her broker.",C,All compensation to licensees for real estate services must go through the licensee's broker.
examreview_103513521,68,Property Ownership and Land Use Controls and Regulations,Encumbrances,A home inspector is walking the lot of the property they are inspecting with a survey in hand. Which of the following will they note as an encroachment on the inspection report?,A neighbor builds a deck on their property in full view of the subject property.,The apple tree on the adjacent property drops apples onto the subject property.,The city seized the neighboring property to be used in a street widening project.,"The neighbor installed a basketball hoop next to their driveway, six inches over the property line.",D,"An encroachment occurs when someone illegally places a structure or object on another person's property, like a basketball hoop."
examreview_103513521,69,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,"Yolanda purchased a house from the Griffins 10 months ago. Shortly after she moved in, the city began work on building a middle school on the empty lot right across the street. She feels that the city's plans must have been known to the Griffins and should have been disclosed, and she really doesn't want to live across the street from a school. Is it too late for her to take legal action against the Griffins?","No, Yolanda can take legal action against the buyers at any time while she still owns the property.","No, Yolanda can take legal action at any time within two years after taking possession of the property.","Yes, the buyer can only take legal action within six months of taking possession of the property.","Yes, Yolanda should have canceled the contract within three days of receiving seller disclosures.",B,Buyers must take legal action for breach of duty within two years of taking possession of the property.
examreview_103513521,70,Transfer of Property,Escrow,"What is the requirement for escrow instructions provided by principals to a transaction in California, regardless of the location within the state?",The instructions must be clear and unambiguous.,The instructions must be issued bilaterally.,The instructions must be issued unilaterally.,"The instructions must be signed by all parties and their agents, if represented.",A,"Escrow instructions must be clear and unambiguous. They're typically issued bilaterally in northern California, and unilaterally in southern California. They must be signed by the principals, but not by their agents."
examreview_103513521,71,Property Ownership and Land Use Controls and Regulations,Descriptions of Property,Which legal description method is regulated by the U.S. Department of the Interior's Bureau of Land Management?,Governmental,Lot and block,Metes and bounds,Rectangular government survey,D,The U.S. Department of the Interior's Bureau of Land Management regulates the rectangular survey system.
examreview_103513521,72,Contracts,General,"If two parties enter into a contractual agreement with each other to perform an illegal act, which of the following statements is true of the contract?","It is voidable, because Jesse is not mentally competent to sign a contract.","It is voidable, because Jesse probably signed it under duress.","It is voidable, because the consideration, as a percentage rather than a dollar amount, is not clearly stated.",It is void because it is not for a lawful purpose.,D,"A contract for an illegal purpose is void, and a void contract has no legal force or effect."
examreview_103513521,73,Property Ownership and Land Use Controls and Regulations,Types of Ownership,A tenant rents a single-family home from its owner. What type of interest does the tenant have in the property?,Freehold,Homestead,Leasehold,Lifelong,C,Tenants have a leasehold interest in the property.
examreview_103513521,74,"Practice of Real Estate and Disclosures, Including Specialty Areas",Commercial/Industrial/Income Properties,"Joanie sees herself as a mover and shaker, a leader, someone who jumps in and gets things done. She likes to be involved and in charge. When she decides to start investing in real estate, which of these choices is she most likely to select as her investment vehicle?",A multi-family residential income property,A real estate investment trust,A real estate mortgage investment conduit,A real estate syndicate membership,A,"Since Joanie seems like an active, hands-on sort of person, she's most likely to choose a residential income property where she'll be in charge of the property rather than passive options like a REIT, REMIC, or syndicate."
