exam_name,question_number,topic,subtopic,question_text,A,B,C,D,correct_label,explanation
examreview_104095564,36,Transfer of Property,Title Insurance,"In a typical transaction, which of these title defects is unlikely to cause a problem for the buyer?",A faulty survey,An unrecorded lien,A past error in recording title transfer,The seller's existing mortgage,D,"Most property transactions include an existing mortgage that creates a title defect, but the defect will be cleared at closing when the seller's proceeds are used to pay off the loan."
examreview_104095564,37,"Practice of Real Estate and Disclosures, Including Specialty Areas",Property Management,Which of the following professional certifications for property managers applies to an individual?,Accredited Management Organization,Certified Property Manager,Certified Residential Management Company,Institute of Real Estate Management,B,A Certified Property Manager (CPM) means that the individual has the education and experience required by the professional organization IREM.
examreview_104095564,38,Property Ownership and Land Use Controls and Regulations,Public Controls,Which of the following individuals is exempt from contractor licensing requirements?,"Diedre, who is remodeling her kitchen because extended family is coming to live with her","May, who is updating her bathroom to prepare her house for market","Ray, who is replacing his neighbor's garage door for $550","Thomas, who is putting in a covered porch for Susan at a cost of $1,250",A,Homeowners are exempt only if they are doing the work without the intent to sell. Work that will cost more than $500 requires a license.
examreview_104095564,39,Contracts,General,"Which of these sentences accurately describes the phrase ""statute of limitations""?",There are deadlines for certain types of legal action.,There are limits to how many times someone may sue another person.,There are limits to the monetary damages that may be awarded in a civil suit.,There's a limit to the number of statutes that may be enacted each year.,A,"The statute of limitations provides that, for certain breaches or crimes, the aggrieved party must file a complaint or charges within a specific timeframe. The deadline varies by state and wrongdoing."
examreview_104095564,40,Financing,Sources of Financing,What could be a consequence if there were no secondary mortgage market?,Interest rates would fall.,Lenders might not have funds available to make new loans to the public.,There wouldn't be any institutions available to service loans.,Unemployment would rise.,B,"Purchases made on the secondary market provide primary lenders with funds to continue making loans. Without this market, lending funds might become scarce."
examreview_104095564,41,Property Ownership and Land Use Controls and Regulations,Government Rights in Land,San Diego homeowner Carl hasn't paid his property taxes for three years in a row. The county has a tax lien attached to his property. Can the county foreclose on Carl?,"No, a property tax lien doesn't give the lien holder the power of sale.","No, California law prohibits foreclosure for a tax lien.","Yes, but only if his taxes remain unpaid for five years.","Yes, they can foreclose immediately.",C,"The county can foreclose on Carl, but not until his taxes have been unpaid for five years."
examreview_104095564,42,Financing,Loan Brokerage,"Mary is a licensed real estate professional. She only performs licensed real estate activities and does not receive any compensation from lenders, mortgage brokers, or other mortgage-related parties. Does she need an MLO endorsement?","No, real estate licensees are not eligible to obtain an MLO endorsement.","No, she does not need an MLO endorsement if she only performs real estate activities and does not receive compensation from mortgage-related parties.","Yes, all licensed real estate professionals must hold an MLO endorsement.","Yes, she must have an MLO if she intends to work with buyers.",B,"A person doesn't need an MLO endorsement if they only perform licensed real estate activities and DO NOT receive any compensation from lenders, mortgage brokers, MLOs, or any agents of these parties."
examreview_104095564,43,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,"Gregory has been bombarded with emails from a local real estate licensee. He keeps opting out of these emails, but they just keep coming. What federal law is the licensee possibly violating?",Anti-Spam Act of 2000,CAN-SPAM Act of 2003,Do Not Spam Act of 2003,Junk Email Prevention Act of 2005,B,The CAN-SPAM Act of 2003 protects consumers against unwanted email solicitations.
examreview_104095564,44,Property Ownership and Land Use Controls and Regulations,Descriptions of Property,Travis is a new real estate licensee and is writing up his first offer to purchase for his buyer clients. Which of these statements is true?,Real estate licensees don't have access to legal descriptions.,"Travis should include the legal description in the offer, because it provides a complete description of the property.","Travis should not include the legal description on the offer to purchase, but he should include the address.",Travis shouldn't write up the offer to purchase; the client should.,B,"Travis should (and must) include the legal description. Legal descriptions appear in deeds, mortgages, leases, offers to purchase, tax rolls, county records, and title insurance policies."
examreview_104095564,45,Laws of Agency and Fiduciary Duties,"Law, Definition and Nature of Agency Relationships, Types of Agencies, and Agents","Terry represents seller Farrah, and Michael represents Troy, the buyer. Who is (or are) the principal(s) in this transaction?",Farrah,Farrah and Troy,Terry and Michael,Troy,B,"Farrah and Troy are the principals (parties) to the transaction. Farrah is the principal in her agency relationship with Terry, and Troy with Michael."
examreview_104095564,46,"Practice of Real Estate and Disclosures, Including Specialty Areas",General Ethics,"Your buyer client is preparing an offer on a property. They want to make sure their offer stands out above all others and is accepted, so they discuss waiving the inspection contingency with you. What should you do?","Encourage the buyer to get an inspection, and if they still want to waive it, put it in writing that you advised against waiving the inspection and have them sign.",Follow the buyer's wishes without question.,Ignore the buyer's request to waive the inspection.,Personally perform an inspection.,A,"Always recommend buyers get an inspection. This is part of their due diligence, and advocating for it is part of yours. If a buyer wants to waive the inspection, get their waiver in writing."
examreview_104095564,47,Property Ownership and Land Use Controls and Regulations,Public Controls,"April was able to establish a day care in a residential neighborhood, where the zoning wouldn't normally be permitted. This required permission from the planning board and ______.",A special use permit,A tax referendum,A variance,A zoning ordinance,A,A variance is a permitted deviation; a special use permit is a specially permitted use.
examreview_104095564,48,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,"A landlord refuses to rent an apartment to two single men who live together. However, the landlord has also approved a lease application from two unmarried women who cohabit. The landlord is discriminating on the basis of what federally protected class?",Familial status,Lifestyle,Same-sex relationship,Sex,D,"Refusing to rent an apartment to two single men living together, but granting a lease to two single women who do the same thing, is sex discrimination. Familial status refers to the presence of children under 18, and it's worth noting that we don't know what their relationship is-just like the landlord doesn't!"
examreview_104095564,49,Financing,Government Programs,"A buyer using a VA loan has received a CRV valuation at less than the sale price of the home. If the seller refuses to come down in price, the buyer can ______.",Ask the VA for an increase in her entitlement,Negotiate with the lender,Obtain a second loan to make up the difference between CRV and sales price,Pay the difference between the CRV and sales price in cash,D,"When the CRV is less than the sales price, the buyer can pay the difference between the CRV and the sales price in cash in order to get the VA loan."
examreview_104095564,50,Financing,Loan Brokerage,Which of these names is also known as the California Real Property Loan Law?,California Finance Lenders Law,California Residential Mortgage Loan Act,Mortgage Loan Broker Law,Mortgage Loan Origination Law,C,"The California Real Property Loan Law is also known as the Mortgage Loan Broker Law, the Necessitous Borrower Act, and Article VII of the Real Estate Law"
examreview_104095564,51,Property Valuation and Financial Analysis,Value,"Population growth, marriage rates, and attitudes toward education are examples of which force that influences property value?",Economic,Physical/environmental,Political/governmental,Social,D,These are examples of social forces that influence value. Other examples of social forces include divorce rates and ideals about family size.
examreview_104095564,52,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,Stacy is selling her home in a nice neighborhood. She no longer wants to live there because a gruesome murder occurred next door. Would Stacy need to disclose that this is why she is selling?,"No, but she should disclose that the neighbors were the victims of a violent crime.","No, she is not required to disclose a death that didn't occur on her property.","Yes, murder must always be disclosed, even if it's not on the property itself.","Yes, the murder next door stigmatizes her property and she must disclose.",B,"Because the murder did not occur on Stacy's property, the property isn't stigmatized. Stacy's reasons for moving are confidential."
examreview_104095564,53,Property Ownership and Land Use Controls and Regulations,Classes of Property,What is true regarding trade fixtures affixed to walls that may cause damage to the property upon removal?,The renter has three months to remove them after the lease expires.,The renter is required to leave the fixtures if they're attached.,The renter is required to take the fixtures and return the premises to its original condition.,The renter may take the fixtures as long as they repair any damage caused by removal.,D,"Commercial tenants may remove trade fixtures when the lease ends, but only if they are detachable without damaging the property or if the damage is repaired."
examreview_104095564,54,"Practice of Real Estate and Disclosures, Including Specialty Areas",Need for Inspection and Obtaining/Verfiying Information,"Donald and Martina decided to purchase a newly built home, and their agent, Ed, recommended that they get a professional home inspection done. The couple tells Ed that they thought inspections were only for older homes. How should Ed respond to that?",Ed needs to inform his clients that home inspections are most important for newer properties.,Ed should let them know that lenders for new construction loans require inspections.,"Ed should remind them that every dwelling, no matter the age or size, should have a home inspection.",Ed should tell him that he doesn't trust the builder.,C,"Workmanship issues can be found even in new construction, so licensees should always recommend a home inspection."
examreview_104095564,55,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,"After closing, a buyer discovers the seller wasn't honest about the property condition on the state's required disclosures. What can the buyer do?",Ask for a refund of his earnest money.,Sue the seller for fraud or breach of contract.,Terminate the contract.,The buyer has no options after closing.,B,"Once closing occurs, the contract is complete. There's no longer an option to terminate it or ask for earnest money back. However, the buyer can sue the seller for fraud or breach of contract."
examreview_104095564,56,Contracts,Listing Agreements,"Carter, a licensee, never posts his clients' property on the MLS. This gives him the opportunity to find the buyer himself, potentially doubling his commission. What disadvantage might apply to Carter's clients?",Their properties may be over-exposed.,Their properties may not sell for top dollar.,They may receive too many offers if Carters' network is too wide.,They will pay more commission overall.,B,"It's important that the listing agent ensures the client's understanding of the benefits of using the MLS, which include increased exposure. Opting out could have a negative impact on the sales price."
examreview_104095564,57,"Practice of Real Estate and Disclosures, Including Specialty Areas",Trust Account Management,Your broker has received an earnest money check from you for a transaction. Where should this check be deposited?,In an interest-bearing account,In a trust fund account or neutral escrow,"In the firm's general business account, with a ledger entry for the client's name, labeled ""trust fund""",In the firm's safe or safety deposit box until closing,B,Trust funds must be held in accounts separate from personal and business funds to be in compliance with commissioner's regulations and the Business and Professions Code.
examreview_104095564,58,Contracts,Promissory Notes/Securities,Shirley's lender discharged the mortgage lien on Shirley's property after processing her final payment. Which clause requires the lender to take this action?,Acceleration,Alienation,Defeasance,Due-on-sale,C,The defeasance clause means the lender may not pursue the borrower for additional funds when the loan balance is paid in full.
examreview_104095564,59,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,A licensee decides to stop doing business with a local mortgage company that is charging clients hefty fees. The licensee convinces the buyer brokers who show her listing to follow suit. What is this an example of?,Group boycotting,Market allocation,Price fixing,Tie-in arrangement,A,This is group boycotting because it involves a group of licensees agreeing to not do business with another group.
examreview_104095564,60,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,What California case helped define the level of responsibility that real estate professionals and sellers have when it comes to disclosure of material facts?,Alton v. Burger,Easton v. Strassburger,Eaton v. California Bureau of Real Estate,Salsbury v. Tartar,B,"The 1984 case of Easton v. Strassburger resulted in a court decision that helped define the responsibility of a real estate agent to conduct a visual inspection, and of a seller to disclose all known material facts."
examreview_104095564,61,Property Ownership and Land Use Controls and Regulations,Encumbrances,"Homeowners Daryl and Stella, who are both in their 70s, paid off their mortgage during good times, but recent medical bills have overcome them and their creditors have a judgment lien against their property. They decide to sell their home and downsize to pay off their bills. Which of these is NOT true about the homestead exemption for them?",The declaration of homestead will protect a portion of their equity.,The holder of the judgment lien will be paid before they receive their exemption.,They'll need to purchase another home within six months of the sale.,They must first file a declaration of homestead.,B,The homestead exemption in California protects a portion of this couple's equity as long as they've filed a declaration of homestead and invest the proceeds within six months. The judgment lien is paid AFTER the exemption.
examreview_104095564,62,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,Why did the Civil Rights Act of 1866 fail to have an immediate impact on practice?,It was unconstitutional.,Nobody understood the Civil Rights Act.,The protected classes had to be approved.,There was no agency put in place to enforce the laws.,D,There was no agency put in place to enforce the Civil Rights Act of 1866. It would take another 100 years for real change to occur.
examreview_104095564,63,"Practice of Real Estate and Disclosures, Including Specialty Areas",Record Keeping Requirements,"The California DRE is performing a routine audit of Gold Standard Brokerage, Inc. Broker Chip is sweating bullets since he knows they're likely to find some of his creative accounting involving the brokerage trust fund. Why is Chip nervous?","He is afraid the DRE will think he's been embezzling funds, when he's only been moving the funds to get the most bang for his clients' bucks.",He knows he'll have to fire most of his associated licensees in order to hide his own activities from the DRE audit.,He needs to put back some funds he borrowed from the trust account before the DRE sees that they're missing.,He's likely to face serious disciplinary action when the audit uncovers his inappropriate handling of trust funds.,D,There's no hiding inappropriate trust fund handling from a DRE audit. Chip is very likely to face disciplinary action when the audit uncovers his shenanigans.
examreview_104095564,64,"Practice of Real Estate and Disclosures, Including Specialty Areas",DRE Jurisdiction and Disciplinary Actions,James represented a client who believes James was guilty of misrepresentation. The client files a complaint against James. Which entity will investigate?,A private investigator,California DRE,James' broker,The state attorney general,B,California DRE investigates complaints related to license law violations filed against California real estate licensees.
examreview_104095564,65,Property Valuation and Financial Analysis,Value,"Margot has fallen in love with a three-bedroom, 2,500-square-foot property in her friend's neighborhood. It's listed for $400,000. However, just down the street, another three-bedroom, 2,400- square-foot home very similar to the one Margot loves was just listed for $350,000. Margot and her agent immediately make an offer on the second property. Which economic principle is at work here?",Anticipation,Conformity,Progression,Substitution,D,"Margot knows paying $50,000 more for a nearly identical substitute property isn't the smart choice."
examreview_104095564,66,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,"In addition to providing a disclosure of any lead-based paint hazards in homes built before 1978, what must a seller's agent provide to prospective buyers?",Assurance that the home is lead-free before offering it for sale,EPA lead safety pamphlet,List of reputable home improvement contractors,Written proof that the home is lead-free,B,The seller's agent must also provide knowledge of whether lead paint has been found and mitigated to prospective buyers.
examreview_104095564,67,Laws of Agency and Fiduciary Duties,Disclosure of Agency,"Before entering into an agency relationship with a consumer, what must a licensee do?",Ask their broker's permission,Discuss commission rates,Provide a lead-based paint pamphlet,Provide an agency disclosure form and obtain signatures,D,"Agency disclosure forms must be provided as soon as practicable, and before entering into an agency relationship."
examreview_104095564,68,"Practice of Real Estate and Disclosures, Including Specialty Areas",Commercial/Industrial/Income Properties,"Inga recently came into some money and is thinking of getting into real estate investments, but she doesn't have a lot of experience with either real estate or investment strategies. Which of these properties would be her best bet?",A 100-unit apartment complex near where she lives,A neighborhood strip mall,An office building downtown with space for three tenants,Single-family residential as a rental property,D,"Residential income property like the single-family home used as a rental will be the easiest for Inga to understand and to purchase. She can work her way up to more complicated commercial properties later, or she can specialize in residential."
examreview_104095564,69,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,"Which of the following is true of developing a market niche based on any legal category (e.g., farming or prospecting a specific area)?",It's an example of a tie-in arrangement and is an antitrust violation.,It's an example of group boycotting and is an antitrust violation.,It's an example of market allocation and is an antitrust violation.,It's permissible.,D,Licensees and even brokerages may develop a market niche to serve in the industry.
examreview_104095564,70,Laws of Agency and Fiduciary Duties,Termination of Agency,Under which of the following circumstances would the client and agent most likely mutually agree to terminate a listing?,A buyer approached the seller with a much higher offer than the current listing price.,"The agent and client don't agree on the best way to price, maintain, and market the property.",The client has found a buyer and wants to avoid paying a commission.,The client's cousin just became licensed and needs her first listing.,B,"When an agent and seller client can't agree on important aspects of selling the property, the relationship will not benefit anyone. Mutual termination is a valid way to terminate the agency agreement."
