exam_name,question_number,topic,subtopic,question_text,A,B,C,D,correct_label,explanation
examreview_103602303,11,"Practice of Real Estate and Disclosures, Including Specialty Areas",Technology,"Everything in your office is potentially at risk from thieves and other criminals. Because of this, what should you never do?",Invite clients to the office.,Leave clients unattended in the office.,Lock your computer.,Use a computer.,B,"You should never leave clients unattended in the office. If a criminal gained access to sensitive client information because you failed to safeguard it, you and your brokerage could be held liable."
examreview_103602303,12,"Practice of Real Estate and Disclosures, Including Specialty Areas",Commercial/Industrial/Income Properties,Which of these is NOT considered a residential property?,A condominium unit,A hotel with fewer than 20 rooms,A single-family home used for rental income,A triplex,B,Hotels are a type of commercial property categorized as leisure.
examreview_103602303,13,Contracts,General,"You're talking to a co-worker at lunch, and she mentions she has a box of baby clothes her kids have outgrown that she needs to get rid of. You have a baby on the way, so you offer to pay her $25, and she agrees to bring the box to work the next day and give it to you. Which of the following is true in this situation?",This is an express contract because you defined in words the specific terms of the agreement and consideration to be exchanged.,This is an implied contract because it is not written down and nobody signed anything.,This is an invalid contract because it is not written down and nobody signed anything.,This is a unilateral contract because only one party is providing anything of value.,A,"An express contract is one in which the terms of the agreement and consideration to be exchanged are defined in words, whether orally or in writing."
examreview_103602303,14,Financing,Government Programs,"Since the FHA was established, it has taken strategic action to stabilize the mortgage market. Which of these items is one of the FHA's strategies?",Educate the public about the benefits and responsibilities of having a mortgage,Establish the home inspection industry,Protect borrowers from predatory lending practices through federal legislation,Reduce lender risk by establishing borrower qualification standards,D,"The FHA set standards for borrower qualification and required FHA-approved lenders to use them to approve loans, helping to reduce lender risk."
examreview_103602303,15,Contracts,Promissory Notes/Securities,What mortgage clause requires the lender's permission before a homeowner can allow a new buyer to assume the FHA loan?,Acceleration clause,Alienation clause,Non-recourse clause,Transfer clause,B,"The alienation clause requires the property owner to obtain lender permission for a buyer to assume the loan, or risk having the loan accelerated."
examreview_103602303,16,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,Which of these situations would be exempt from most provisions of the federal Fair Housing Act?,A homeowner engages a real estate professional to rent out his basement apartment.,A local club owns a property that's rented only to members of the club.,An investor owns and rents out five duplexes.,A non-profit owns 20 properties that are rented to lower-income renters.,B,Housing operated by religious organizations and private clubs that limit occupancy to members are exempt from the provisions of the Fair Housing Act.
examreview_103602303,17,"Practice of Real Estate and Disclosures, Including Specialty Areas",DRE Jurisdiction and Disciplinary Actions,How many members make up the Real Estate Advisory Commission?,10,12,Four,Six,A,The Real Estate Advisory Commission is made up of 10 members. Six are real estate brokers licensed in California. Four are unlicensed consumers.
examreview_103602303,18,Contracts,Buyer Broker Agreements,Which of these real estate contracts would not include a section on broker compensation?,Exclusive listing agreement,Non-exclusive buyer representation agreement,"Non-exclusive, not for compensation buyer representation agreement",Open listing agreement,C,"Broker compensation is found in just about any real estate contract, except when there's no compensation, as is the case in a non-exclusive, not for compensation buyer representation agreement."
examreview_103602303,19,Financing,Types of Loan Originators,Which type of lender specializes in taking in savings deposits and then lending money out to consumers through mortgages and other loans?,Credit union,Mortgage banker,Mortgage broker,Savings and loan,D,"Thrifts, or savings and loan associations, specialize in taking in savings deposits and then lending out to consumers through mortgages and other loans."
examreview_103602303,20,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,You're conducting your visual inspection of your client's property and come across a room painted in psychedelic colors. Should you note this as an adverse material defect for disclosure to potential buyers?,"No, this is not an adverse material defect.","Yes, a room that requires repainting is a physical defect with the property.","Yes, this must be disclosed to buyers, who will probably not want to live with those colors.","You should wait and see if you can find buyers who look as if they might like that kind of thing, then decide.",A,"A room that needs to be repainted does not qualify as an adverse material defect for disclosure; in addition, it is apparent for buyers to see during a showing."
examreview_103602303,21,Property Ownership and Land Use Controls and Regulations,Special Categories of Land,A special flood hazard zone is one of the six natural hazards that must be disclosed. How are special flood hazard zones identified?,By local government,By the EPA,By the Federal Emergency Management Agency (FEMA),By the state water board,C,Special flood hazard zones are identified by FEMA and require disclosure as a natural hazard.
examreview_103602303,22,Property Ownership and Land Use Controls and Regulations,Encumbrances,"A couple bought a property that backed up to a neighborhood park. The previous owner mentioned that ever since the park was built eight years ago, the next-door neighbor who works at the park has cut through the yard to get to the park rather than going around via the streets, which saves about half a mile. What kind of easement is this?",Easement by prescription,Easement in gross,Express easement,Visible easement,A,"Easements by prescription are created through continuous, exclusive, and long-term use of another's property without actual permission."
examreview_103602303,23,Financing,Government Programs,How might a borrower avoid paying the mortgage insurance premium required by an FHA loan?,Buy down the interest rates,Get conventional financing,Have a credit score above 720,Put down a larger down payment,B,Borrowers may avoid mortgage insurance payments by financing with a conventional loan.
examreview_103602303,24,Property Valuation and Financial Analysis,Value,Which of the following best describes a buyer's market?,Demand is greater than supply,Loans are widely available,Supply and demand are equal,Supply is greater than demand,D,"When there are more properties than there are buyers, the buyer has the advantage. This is a buyer's market."
examreview_103602303,25,Financing,Mortgages/Deeds of Trust/Notes,What is the trustee's role when a deed of trust is used to secure property for a loan?,To collect payments and service the loan,To hold funds in escrow,To hold legal title to the property on behalf of the beneficiary until the loan is repaid,To hold the note to the property on behalf of the trustor until the loan is repaid,C,"When a deed of trust is used in a title theory state, the trustee holds legal title to the property on behalf of the beneficiary."
examreview_103602303,26,Contracts,Buyer Broker Agreements,What makes a non-exclusive buyer representation agreement different from an exclusive buyer representation agreement?,An exclusive agreement is used when the buyer has already made an offer on a single property.,A non-exclusive agreement allows the broker to present a listing to multiple buyers.,"A non-exclusive agreement allows the buyer to work with other brokers, any one of whom may end up representing the buyer in the transaction.",A non-exclusive agreement is used when the buyer is willing to consider the purchase of multiple properties.,C,"In a non-exclusive buyer representation agreement, the buyer may work with multiple brokers, and only commits to compensating the broker who acts on behalf of the buyer."
examreview_103602303,27,Transfer of Property,Types of Vesting,"Lucas, Ivan, Chad, and Trace own a property as joint tenants. After a few years, Ivan sells his interest to Tom (with permission from Lucas, Chad, and Trace). Chad dies intestate but is survived by a wife, Amy. Trace also then passes away but wills his property to Monique. Who owns the property after Trace's death?",Lucas,Lucas and Tom,"Lucas, Monique, and Amy","Lucas, Tom, Amy, and Monique",B,"Joint tenants are allowed to sell their interests, so Tom became a property owner when Ivan sold his interest. However, joint tenancy is not inheritable but instead includes the right of survivorship. Trace's and Chad's interests passed to Lucas. Tom is a tenant in common because he did not acquire the property at the same time as the original joint tenants. His interest is not affected by Trace and Chad's deaths."
examreview_103602303,28,Financing,Financing/Credit Laws,Which of the following statements is true about usury laws in California?,California's usury laws prohibit interest rates above 15%.,"In the case of usury, state law preempts federal law.",Loans secured by real property and arranged for by a real estate broker are exempt from state usury laws.,Usury laws apply only to residential mortgage loans.,C,Most residential real estate transactions will not be subject to usury laws because of the exemption for loans secured by real property and arranged by a real estate broker.
examreview_103602303,29,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Under what circumstances would undisclosed dual agency be most likely to occur?,When meeting a buyer at an open house,When meeting a seller at an open house,When representing a seller and assisting an unrepresented buyer,When representing the buyer and assisting a seller who is represented by another broker,C,"Because an agency agreement is already in place with the seller (the listing agreement), assisting the buyer too much can lead to undisclosed dual agency."
examreview_103602303,30,Property Ownership and Land Use Controls and Regulations,Encumbrances,Which option describes a real property tax lien?,General and involuntary,General and voluntary,Specific and involuntary,Specific and voluntary,C,A real property tax lien is a specific and involuntary lien.
examreview_103602303,31,"Practice of Real Estate and Disclosures, Including Specialty Areas",General Ethics,What's an agent's responsibility related to home inspections?,To encourage buyers to waive an inspection,To hire an inspector for the buyers,To perform them,To recommend a buyer have a professional inspection performed,D,"It is an agent's due diligence to recommend a buyer have an inspection performed. If a buyer insists that the inspection be waived, get this waiver in writing and have the buyer sign it. This could protect you down the road, if needed."
examreview_103602303,32,"Practice of Real Estate and Disclosures, Including Specialty Areas",Technology,What's the biggest security issue with using social networking sites to market your listings?,Criminals may use social networking sites to identify properties that are vacant or have high-end possessions.,It may not be effective since you're casting a wide net rather than targeting potential buyers.,People may misinterpret your listing information and hold you responsible for their misunderstanding.,People you don't know will have your name and contact information.,A,"While the other choices may be somewhat true, the biggest security problem is unknowingly exposing your clients to someone with bad intentions."
examreview_103602303,33,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,"The booklet Residential Environmental Hazards: A Guide for Homeowners, Buyers, Landlords, and Tenants provides information about which of these hazards?",Hazards to the environment created by typical household products,Natural hazards that can have a negative effect on property condition,Potential health risks of a variety of environmental hazards,The erosive effects of weather on home-building materials,C,"This booklet, provided by California DRE, gives information about potential health risks from environmental hazards that may be present in a typical residence."
examreview_103602303,34,"Practice of Real Estate and Disclosures, Including Specialty Areas",General Ethics,A licensee is working with a buyer client who wants a special clause added to his purchase contract. How should the licensee handle this?,"Ask the client to draft the clause, then insert it into the contract.",Draft the clause and have the client run it by his attorney.,Instruct the client to hire an attorney to draft the clause.,Tell the client that he doesn't need that particular contract clause.,C,The licensee should instruct the client to hire an attorney to draft the clause.
examreview_103602303,35,Transfer of Property,Escrow,Shelly is an escrow agent in a transaction in which Bill is buying Jose's property. Who does Shelly represent?,Bill and Jose,Bill only,Jose only,Neither Bill nor Jose,D,"A limited agent, such as an escrow agent, does not represent the parties but merely acts on their behalf in a limited capacity."
examreview_103602303,36,"Practice of Real Estate and Disclosures, Including Specialty Areas",Need for Inspection and Obtaining/Verfiying Information,"Your buyer clients Sylvie and Daryl reviewed their inspection report and decided that they would address small repairs themselves, but they want the seller to have regrading done to direct water away from the house. What is your responsibility at this point?",You must identify three potential contractors from whom the sellers can select.,You need to communicate to the listing agent that the buyers are requesting regrading.,You need to send the report to the sellers and ask them what they'd be willing to fix.,You should help the buyers gather tools and materials for the small repairs.,B,"If your buyer wants the seller to fix any issues found during the inspection, it's your responsibility to communicate that to the listing agent and then follow up on the status of the repairs."
examreview_103602303,37,"Practice of Real Estate and Disclosures, Including Specialty Areas",Natural Hazard Disclosure Statements,You're explaining the use of the Natural Hazard Disclosure statement to your seller client. You describe the natural hazard zones it covers. Which of these is NOT one of the natural hazard zones included in the disclosure?,Flood hazard zone,High fire hazard area,Seismic hazard zone,Severe weather area,D,"The NHD discloses the property's location in any of six natural hazard areas, but location in an area with severe weather isn't one of them."
examreview_103602303,38,Laws of Agency and Fiduciary Duties,Creation of Agency and Agency Agreements,Which of the following best indicates that an individual is a licensee's client?,A licensee and an individual have a signed agency agreement.,"A licensee cold-called an individual, who mentioned he had been thinking of selling his house.",An individual and a licensee talked about the real estate market and the possibility of the individual selling his house.,"At an open house, the an individual asked a licensee about her commission rate and sales track record.",A,The only foolproof method of ensuring that an agency relationship exists and is understood by all parties is to have a signed agency agreement in place.
examreview_103602303,39,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,Which of these situations represents an illegal tie-in arrangement?,A licensee agrees to rebate a portion of the commission earned when her buyer client buys a house if the client also lists her current home with the licensee.,A licensee gives buyer clients a list of home inspectors and encourages them to call several who are both on and not on the list to find one who meets their needs.,A licensee tells her buyer client she won't perform any brokerage services for him unless he signs an agency agreement.,A licensee tells his seller client he'll only represent her if the client uses a specific company to close her transaction.,D,A tie-in arrangement includes making use of one service dependent on the client obtaining another specific service or agreeing to provide some service only if the client refrains from doing business with another third-party vendor.
examreview_103602303,40,"Practice of Real Estate and Disclosures, Including Specialty Areas",Agency Supervision,"To best prevent risk associated with licensee non-compliance with real estate-related federal regulations, brokerage firms should do which of the following?",Encourage licensees to obtain outside training on real estate-related federal regulations.,Include a review of related federal legislation in the policies and procedures manual and provide appropriate training.,Rely on licensees to make themselves aware of all federal regulations related to real estate.,Require licensees to keep a tracking journal of all activities as proof that they've not violated federal regulations.,B,"To best protect the firm and broker from liability, the firm should offer appropriate training and include a review of pertinent legislation in the policies and procedures manual."
examreview_103602303,41,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,Which of the following items would be considered a truth in advertising violation according to FTC guidelines?,"An advertisement lists the square footage of the living area as 3,145 feet, which doesn't include storage outbuildings.","An advertisement states ""HVAC unit like new!"" when in fact the unit is used but has had most of the parts replaced recently.",An MLS listing shows a property as available even though the parties closed on the transaction three weeks ago.,The licensee's name in an ad is followed by the designation REALTOR®. The licensee is a member of NAR.,C,Truth in advertising rules require licensees to keep MLS information up to date.
examreview_103602303,42,Transfer of Property,Special Processes,Which term is defined as an increase in land by the permanent and gradual withdrawal of water?,Alluvion,Avulsion,Dedication,Reliction,D,Reliction is defined as an increase in land by the permanent and gradual withdrawal of water.
examreview_103602303,43,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,Radon is an important environmental issue because it causes what?,Brain cancer,Heart attacks,Lung cancer,Permanent paralysis,C,"Radon causes lung cancer, and the EPA estimates that more people die each year from lung cancer related to radon exposure than drunk driving, drowning, or fires."
examreview_103602303,44,"Practice of Real Estate and Disclosures, Including Specialty Areas",Agency Supervision,What is vicarious liability as it applies to real estate?,A broker commits an illegal act.,A broker directs a licensee to commit an illegal act,A broker is held responsible for the actions or omissions of the broker's licensees.,One licensee witnesses another licensee's misconduct.,C,"In real estate, vicarious liability refers to the fact that brokers can be held liable for the actions or omissions of their licensees."
examreview_103602303,45,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,Which of these situations does the Americans with Disabilities Act address?,"Marcus, a property manager, routinely dismisses rental applications from families with children under the age of 18.","Meridian Apartments provides a gym and pool area for residents, but it's not accessible to residents who use wheelchairs.",Metro Agents hired an interpreter to assist Spanish-speaking clients with the real estate process.,The Golden Gate senior housing center has no exercise or activity center for its residents.,B,"The Americans With Disabilities Act prohibits discrimination against those with disabilities in the delivery of programs, services, and activities, so Meridian Apartments is violating the law."
examreview_103602303,46,Property Valuation and Financial Analysis,Value,"The Richards family farm is located on a 10-acre parcel of land, which is very rare in their area. However, the house is rundown and in need of many repairs. Most buyers in the area are looking for a move-in-ready home, which means they would need to either look elsewhere or wait several months for the home to be renovated. Which factor is most negatively impacting the value of the Richards' property?",Demand,Scarcity,Transferability,Utility,D,"Although large parcels in the area are scarce, buyers are unwilling to buy and wait to live in a property that needs significant repairs, which is affecting the value."
examreview_103602303,47,"Practice of Real Estate and Disclosures, Including Specialty Areas",Licensing and Continuing Education Requirements and Procedures,When is a California real estate license required?,When performing maintenance work for one property owner,"When performing real estate activities for others, for compensation of any kind","When performing real estate activities for others, without compensation",When performing real estate activities for yourself,B,"Remember that one purpose of licensing law is to protect the public from being charged for real estate activities by unlicensed, untrained individuals."
examreview_103602303,48,Property Ownership and Land Use Controls and Regulations,Public Controls,Zoning that preserves the architectural style and cohesive appearance of an area is termed ______.,Aesthetic zoning,Architectural zoning,Bulk zoning,Density zoning,A,Zoning that preserves the architectural style and cohesive appearance of an area is termed aesthetic zoning.
examreview_103602303,49,Property Ownership and Land Use Controls and Regulations,Public Controls,Which of the following actions likely requires a variance?,A change in architectural style,A garage repair,An addition which alters the setback,A remodel involving a different internal layout,C,"A variance is a deviation from the zoning ordinance, and requires hardship to be shown. An example would be a change in setback requirements; without the variance, the owner couldn't build."
examreview_103602303,50,Financing,Government Programs,Will a buyer pay a pre-payment penalty if they are able to pay off their mortgage six months after using a VA loan?,"It depends on the terms of the loan, not the VA",No,Yes,"Yes, but the buyer may petition the VA to request removal of the pre-payment penalty",B,One benefit of the VA home loan is that it doesn't include a pre-payment penalty.
examreview_103602303,51,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Which of the following situations would require agency disclosure?,A prospective buyer asks a licensee whether appliances are ENERGY STAR®,A prospective buyer asks a listing agent the price of the property,A prospective buyer asks an agent their license status,A prospective buyer asks an agent why the sellers are moving,D,This goes to motivation and is in the realm of confidential information; it requires agency disclosure.
examreview_103602303,52,Property Valuation and Financial Analysis,Value,Which of these is what a buyer has paid for a property and what the seller has accepted?,Appraisal,Cost,Price,Value,C,"Price is the actual amount that a buyer pays for a property. It may be the same as the market value, or it may not."
examreview_103602303,53,Financing,Financing/Credit Laws,"Gregory and Dianne are American citizens of Cuban origin, and when their home loan is denied, they suspect discrimination. Which of the following acts prohibits lender discrimination on the basis of the protected class of national origin?",Community Reinvestment Act,Consumer Credit Protection Act,Equal Credit Opportunity Act,Home Mortgage Discrimination Act,C,"The Equal Credit Opportunity Act prohibits lender discrimination on the basis of an applicant's protected class status, such as national origin."
examreview_103602303,54,Laws of Agency and Fiduciary Duties,Disclosure of Agency,"To whom must a licensee, representing a buyer, disclose agency status?",All parties in the transaction,Broker,Buyer,Seller,A,Licensees must disclose their agency status and any close personal relationship with any of the parties to all of the parties in a transaction.
examreview_103602303,55,Financing,Government Programs,What's a key feature of the Federal Housing Administration's loan program?,Insures lenders against loss from borrower default,Prevents lenders from foreclosing on homes when buyers default,Provides homeowner insurance to low-income homebuyers,Provides mortgage assistance to borrowers in danger of default,A,The FHA mortgage insurance program insures lenders against loss from borrower default.
examreview_103602303,56,Property Ownership and Land Use Controls and Regulations,Government Rights in Land,A homebuyer in California learns the home is subject to a Mello-Roos assessment. What does this mean?,The buyer will pay an additional transfer tax at closing.,The property is located in a community that has a homeowners association.,The property is located in a community that has funded improvements with a voter- approved bond.,The property tax is not restricted by the normal base value limits.,C,A Mello-Roos assessment must be disclosed to buyers. It pays the cost of a voter-approved bond that funded community improvements.
examreview_103602303,57,Financing,Types of Loan Originators,Mick focuses on originating mortgage loans at a company that has in-house loan processors and underwriters. The options he offers consumers are limited to the products his company offers. What's Mick's position?,Mortgage banker,Mortgage broker,Mortgage servicer,Real estate investor,A,"Mortgage bankers work for institutions that have in-house processors and underwriters, allowing them to lend money fairly quickly, but their lending options are generally limited to their own suite of products."
examreview_103602303,58,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,California law places an obligation on _____ to disclose all known material facts to the buyer in a residential transaction.,The seller only,The seller's agent only,The seller's and buyer's agents only,"The seller, the seller's agent, and the buyer's agent",D,The law requires the seller's agent and any cooperating agent to conduct a reasonably competent and diligent visual inspection of the property and to disclose to a prospective buyer all material facts.
examreview_103602303,59,Contracts,General,"To meet the requirements of the statute of frauds, an agreement must clearly identify the contract's subject matter, present the contract's essential terms and conditions, and ______ to be enforceable.",Achieve a result that's fair to all parties,Be agreed to verbally,Be reviewed by an attorney,Identify the contracting parties,D,"The statute of frauds requires that the contracting parties be identified in the agreement, and that both parties sign the agreement to make it legally enforceable."
examreview_103602303,60,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,Which fair housing case tested discrimination in a private sale?,Brown vs. Board of Education,Buchanan vs. Warley,Jones vs. Mayer,Plessy vs. Ferguson,C,The U.S. Supreme Court decision in Jones vs. Mayer stated definitively that racial discrimination is not allowed in any sale of property within the U.S.
examreview_103602303,61,Transfer of Property,Transfer Through Court Supervision,Joaquin has filed a quiet title suit against Roger. What's the purpose of this suit?,To clear up a cloud on title,To clear up a property line dispute,To exercise his right to quiet enjoyment of the property,To prohibit the seller from releasing the buyer's name,A,"A quiet title suit seeks to ""quiet"" (remove) claims against a property's title."
examreview_103602303,62,"Practice of Real Estate and Disclosures, Including Specialty Areas",Licensing and Continuing Education Requirements and Procedures,"Amy acts like a salesperson and is supervised by a broker, but she holds her broker's license. What is her job title?",Associate broker,Broker of record,Confused,Salesperson,A,Licensees who hold a broker license but are supervised by a broker are known as associate brokers.
examreview_103602303,63,Financing,Financing/Credit Laws,Lawrence is a buyer closing on a home purchase for which he's obtaining financing. He receives a Loan Estimate from his lender. What's one purpose of this document?,To detail the amount Lawrence needs to bring to closing,To disclose the interest rates available on this lender's various loan programs,To disclose the lender's source of loan funds,To provide the estimated closing costs for Lawrence's loan,D,"The Loan Estimate, which the lender must provide within three days of loan application, provides an estimate of mortgage loan costs."
examreview_103602303,64,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,Where are underground storage tanks primarily found?,In newer homes,In newer industrial sites,In older homes and former industrial sites,In parks and golf courses,C,"Underground storage tanks are primarily found in older homes and former industrial sites, where they stored chemicals or home heating oil."
examreview_103602303,65,Property Ownership and Land Use Controls and Regulations,Public Controls,What's NOT true about building codes in California?,California uses uniform codes as the standards for construction in the state.,Homeowners performing their own construction aren't required to follow building codes.,"Local building codes can be established that meet local requirements, but must also follow state codes.",The Department of Housing and Community Development administers the laws regulating construction.,B,"Any construction that is regulated by building codes must follow the permitting and inspection process, regardless of who performs the work."
examreview_103602303,66,"Practice of Real Estate and Disclosures, Including Specialty Areas",Commercial/Industrial/Income Properties,"Which of the following acts requires commercial buildings to be accessible to people with disabilities, such as those who use wheelchairs?",Americans with Disabilities Act,Fair Housing Act,Housing and Economic Recovery Act,Real Estate Settlement Procedures Act,A,"The Americans with Disabilities Act (ADA) requires commercial buildings to be accessible to people with disabilities, such as those who use wheelchairs."
examreview_103602303,67,Property Ownership and Land Use Controls and Regulations,Classes of Property,What's the best definition of real property?,"Artificial attachments to land that include things such as fencing, buildings, and walkways","Earth, soil, and air","Land, plus all things permanently attached to it naturally or artificially","Real estate, plus all of the interests, benefits, and rights included in ownership",D,"Real property includes real estate, plus all of the interests, benefits, and rights included in ownership."
examreview_103602303,68,Property Ownership and Land Use Controls and Regulations,Special Categories of Land,"In what way, other than actual fire, does owning property in a designated forest fire hazard area affect home owners?",They are required to have a fireproof basement in their dwelling.,They may not receive fire protection services.,"They may not use candles, barbecues, fireplaces, or open flames of any sort in their home.",They must serve on the volunteer fire department.,B,Owners of homes located in a designated forest fire hazard area should understand that they may not receive fire protection services.
examreview_103602303,69,Property Valuation and Financial Analysis,Value,"In a high-competition market with similarly priced homes, how will the competition affect sales prices?",Prices are likely to rise.,Prices will be driven down.,Prices will not change.,Some property's prices will increase while others decrease.,B,"If there are many similar properties on the market, the competition is high, and prices are likely to be driven down."
examreview_103602303,70,Property Ownership and Land Use Controls and Regulations,Encumbrances,Elizabeth's property is encumbered by an easement in gross with which of these entities?,The neighbor who constructed his new backyard fence six inches across Elizabeth's property line,The owner of the empty lot down the street that Elizabeth uses as a vegetable garden with the owner's permission,The resident of the adjoining property to whom Elizabeth has given permission to store some items in her gardening shed,The utility company that needs to access the power line that crosses a corner of Elizabeth's land ,D,"An easement in gross benefits an individual or entity rather than another property, and is typically used by utility companies. Permission to use another's property doesn't always require an easement, and the fence is an encroachment, not an easement."
examreview_103602303,71,"Practice of Real Estate and Disclosures, Including Specialty Areas",Property Management,A California tenant is angry the landlord hasn't fixed the toilet. What is the landlord's legal obligation?,Habitability requirements,Security management,Tenant retaliation,Water conservation,A,Landlords are required to maintain the habitability of a rental unit.
examreview_103602303,72,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,"Jerrold reviews the floor plan of the house he's going to sell. It's 3,800 square feet. In his advertising, he bumps that number up to 4,000 square feet to better justify its asking price. What has Jerrold done?",Active misstatement,Exaggeration,Intentional misrepresentation,Puffery,C,This is an example of intentional misrepresentation.
examreview_103602303,73,Contracts,General,Which of the following is an essential element of a valid real estate contract?,Duress,Legal purpose,Misrepresentation,Mutual mistake,B,"There are five essential elements to a valid real estate contract: legally competent parties, offer and acceptance, legal purpose, and consideration. The agreement must also be committed to writing and must be signed by all transactional parties."
examreview_103602303,74,Financing,General Concepts,Which of the following describes loan-to-value ratio?,A calculation that describes the amount being borrowed compared to the value of a property,A calculation that illustrates a borrower's principal payment compared to interest,"A calculation that looks at a borrower's monthly housing obligation-which includes principal, interest, taxes, and insurance-as well as any homeowners or condo association fees, as a percentage of monthly gross income","A calculation that looks at all recurring (or installment) debt-such as monthly mortgage, car, credit, and loan payments-as a percentage of the borrower's monthly gross income",A,It's a calculation that describes the amount being borrowed compared to the value of a property. The value used in this equation is the lesser of the sales price or appraised value.
