exam_name,question_number,topic,subtopic,question_text,A,B,C,D,correct_label,explanation
examreview_103669010,22,Property Ownership and Land Use Controls and Regulations,Property Characteristics,Which physical characteristic of land says that the geographic location of a piece of land is fixed and can never change?,Immobility,Indestructibility,Scarcity,Uniqueness,A,"Unlike an improvement, such as a house, which could conceivably be moved, land is immobile. It stays put."
examreview_103669010,23,Laws of Agency and Fiduciary Duties,Termination of Agency,"A real estate licensee and his client fulfill the listing agreement, and the agency relationship is terminated. At what point did the agent's fiduciary duty of confidentiality to this client terminate?",After 30 days,After one year,Immediately,Never,D,"An agent's fiduciary duty of confidentiality does not end, even when the agency relationship is terminated (unless the agent enters into an agency agreement with another client and information about the former client would be beneficial to the new client)."
examreview_103669010,24,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,Which act was the first to prohibit any exceptions for discrimination based on race or color?,Civil Rights Act of 1866,Fair Housing Act of 1968,Fair Housing Amendments Act of 1988,Housing for Older Persons Act of 1995,A,"Unique among anti-discrimination law, the Civil Rights Act of 1866 recognized all U.S.-born persons as citizens and allowed no exceptions for discrimination based on race or color."
examreview_103669010,25,Financing,Types of Loans,How do you classify a loan that meets all of the Fannie Mae/Freddie Mac criteria?,Conforming,Conventional,Government,Non-conforming,A,Loans that meet certain criteria outlined by Fannie Mae and Freddie Mac and can be sold on the secondary mortgage market are conforming loans.
examreview_103669010,26,Transfer of Property,Types of Vesting,"Rhonda and Oliver bought an old schoolhouse with the hope of transforming it into a residence. They owned the property as joint tenants. After Oliver died, how did Rhonda own the building?",As a joint tenant with rights of survivorship,As a tenant in common with Oliver's heirs,In severalty,In trust,C,"When there are only two joint tenants, the death of one dissolves the joint tenancy. Rhonda is now the sole owner of an estate in severalty."
examreview_103669010,27,Contracts,General,What is a bilateral contract?,A contract for which one or more terms has yet to be completed,A contract in which only one of the parties offers consideration,A contract that involves an exchange of consideration between two parties,A contract that is enforceable by law,C,A mutual contract involving an exchange of promises or other consideration between two parties is a bilateral contract.
examreview_103669010,28,"Practice of Real Estate and Disclosures, Including Specialty Areas",Trust Account Management,Which of the following are considered trust funds?,"Cash, checks, and other items of value",Cash only,Checks and cash only,General operating funds only,A,Trust funds are entrusted to the broker or licensee for the purpose of securing a real estate transaction.
examreview_103669010,29,"Practice of Real Estate and Disclosures, Including Specialty Areas",California Real Estate Recovery Fund,How is the Recovery Account funded?,Fees paid by buyers at closing,Fees paid by sellers at closing,Fees withheld from a licensee's commission,License fees,D,"The recovery account is funded through license fees. As amounts are paid out, licensees involved in the transaction must repay these amounts."
examreview_103669010,30,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,"Jan and Ken are purchasing a home on the edge of a suburban development. They chose the area because it was very near a more rural area, so they found it funny when the seller provided a _____________, as if they would not have already noticed the cows in a nearby pasture.",Notice of Airport in Vicinity,Notice of Hazardous Gas,Notice of Mining Operation,Notice of Right to Farm,D,The required Notice of Right to Farm ensures that those buyers who may not want to live near the potential odors and other outputs of a farm will not later attempt to infringe on the rights of those who keep livestock or grow crops.
examreview_103669010,31,Contracts,General,"Tom and Jim are neighbors. Jim wants to buy Tom's rental property. In the contract they sign, Jim is identified only as ""the neighbor."" Which statute or contract element does this violate?",Fair housing,Legal purpose,Offer and acceptance,The statute of frauds,D,"The statute of frauds requires not only that a contract to convey real property be in writing, but also that the contract identify the parties to the contract."
examreview_103669010,32,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,"As part of its penalty for violating antitrust law, Homes4Cheap, Inc. has been ordered to undergo court- ordered supervision. How long can this supervision last?",10 years,One month,One week,One year,A,Court-ordered supervision may last as long as 10 years if a brokerage is guilty of violating antitrust law.
examreview_103669010,33,Financing,Types of Loans,"With this type of loan, personal property is included with the real property in the sale. It's commonly seen in commercial real estate, but you may also see this in the sale of furnished condominiums.",Blanket mortgage,Package mortgage,Shared equity mortgage,Wrap-around mortgage,B,A package mortgage is a mortgage in which personal property or business assets are included with the real property in the sale.
examreview_103669010,34,Property Ownership and Land Use Controls and Regulations,Encumbrances,Which of these scenarios describes a voluntary lien?,"Ruby hasn't paid her property tax, so the state put a tax lien on her home.","Sam hasn't paid the general contractor for the new deck he built on Sam's house, so the contractor put a mechanic's lien on Sam's property.",Sharon purchased a condo and now the lender has a mortgage lien on the property.,The court ordered Bob to pay his debt to Leo and placed a judgment lien on Bob's property when he couldn't pay.,C,A mortgage is a voluntary lien because the borrower agrees to mortgage the property in exchange for the loan.
examreview_103669010,35,Property Ownership and Land Use Controls and Regulations,Property Characteristics,Which physical characteristic of land says that one piece of land isn't exactly like another and is not interchangeable?,Immobility,Indestructibility,Permanence of investment,Uniqueness,C,One piece of land isn't exactly like another. This is the concept of non-homogeneity.
examreview_103669010,36,Transfer of Property,Deeds,What type of deed are you likely to receive if you purchase a California property with cash at a foreclosure auction?,Bargain and sale deed,Executor's deed,Full covenant and warranty deed,Trustee's deed upon sale,D,You are likely to receive a trustee's deed upon sale from purchasing the property at a foreclosure auction.
examreview_103669010,37,"Practice of Real Estate and Disclosures, Including Specialty Areas",Technology,Which of the following is true about online rental scams?,"Once they occur, there is nothing you can do.",They are a legitimate way to make extra money from your listings.,"They are also known as ""phishing.""",You can reduce the risk by monitoring Internet activity on your listings.,D,You can reduce the risk of online rental scams by monitoring Internet activity on your listings.
examreview_103669010,38,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,"Even though the Federal Trade Commission is concerned with all ad claims, what sort of ads would most likely concern the commission?",Ads for products that don't offer any specific value to consumers,Ads making exaggerated claims most reasonable consumers wouldn't believe,Any ad that is demonstrably false,Any ad that makes a health or safety claim or any claim that's difficult for the consumer to evaluate,D,"The FTC is concerned with all ad claims, but it's most concerned by any ad that makes a health or safety claim or any claim that is difficult for the consumer to evaluate."
examreview_103669010,39,Financing,Types of loans,Which of these describes a bridge loan?,"Frieda is leasing a property from Thomas, and has the first right to purchase the property if Thomas decides to sell it.","Gina is moving across the country to be closer to her family. Her existing home hasn't sold, but she is ready to purchase her new home.",Rhonda is purchasing land from Kenneth on which she hopes to build a tiny home.,Kenneth carries the mortgage note.,B,Terry and Carla take out a home equity loan to make the down payment on a vacation home in Mexico. A bridge loan is an option that will help Gina make the down payment on her new home while waiting for her existing home to sell.
examreview_103669010,40,Financing,Types of Loans,Borrowers who fall into the ______ category may be faced with paying interest 1% to 5% over the current market rate.,Average,Low-risk,Subprime,Troublesome,C,"Because they carry a higher risk for the lender, subprime borrowers receive less favorable financing terms."
examreview_103669010,41,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,Two large local brokerage firms agreed to lower their brokerage fees to the same amount- approximately 1% less than any other firm in town. What about this situation makes it a per se antitrust violation?,The agreement between the two firms,The dollar amount the competitors lost,The marketing efforts the two firms used,The size of the two brokerage firms,A,"The fact that the firms agreed to violate antitrust laws makes this a per se violation, meaning that authorities need to make no additional inquiry into how the violation impacted the market or the intentions of the participants to find the firms guilty."
examreview_103669010,42,Property Ownership and Land Use Controls and Regulations,Descriptions of Property,"The Simpsons are buying a five-acre lot that was part of a much larger tract of acreage. When the owners of the large acreage decided to subdivide it, they needed to have a legal description created for the five-acre lot. What was used as the starting point for creating that legal description?",A benchmark,A plat map,A survey,Metes,C,"A survey is used to create, verify, or correct a legal description. It's a professional on-site measurement of the lot lines and dimensions of a property."
examreview_103669010,43,Property Ownership and Land Use Controls and Regulations,Encumbrances,"Joshua won his lawsuit against Savannah. The judge awarded him $30,000. Savannah was unable to pay, so the court placed a ______ on her home.",Foreclosure action,Judgment lien,Lis pendens,Mortgage lien,B,A judgment lien is an involuntary lien brought against a property due to a court decree resulting from a lawsuit.
examreview_103669010,44,"Practice of Real Estate and Disclosures, Including Specialty Areas",Property Management,What is the best way for the property manager to determine if a tenant will reliably pay rent?,Ask for a credit score.,Check employment references.,Get permission in writing to run a credit report.,See if the check for the security deposit is funded.,C,"With the tenant's written permission, the property manager can request a credit report from a reporting agency to verify creditworthiness."
examreview_103669010,45,Property Ownership and Land Use Controls and Regulations,Types of Ownership,Non-lawful possession after the expiration of a lease is called ______.,Estate at sufferance,Estate at will,Estate for years,Leasehold estate,A,"Estate at sufferance is non-lawful possession after the expiration of a lease. The owner ""suffers"" the illegal tenant's continued presence on the property."
examreview_103669010,46,Contracts,Listing Agreements,California law requires a notice about compensation to the broker in the listing agreement. What does that notice need to communicate?,Net listings are illegal.,Net listings are required by law.,The amount or rate of the commission is fixed by law.,The amount or rate of the commission is not fixed by law.,D,"As required by law, the C.A.R. RLA form includes a notice that broker compensation is negotiable and not fixed by law. Net listings are illegal in some states, but not California."
examreview_103669010,47,Property Ownership and Land Use Controls and Regulations,Encumbrances,"A builder working on a vacant lot is laying out where the house and driveway will be situated. During the planning, they discover the driveway would spill over onto the adjacent lot by a few feet, necessitating an easement. In this situation, the builder owns the _______ estate or tenement.",Dominant,Gross,Prescriptive,Servient,A,"The dominant estate (or tenement) is the one that receives the benefit from the other owner, also called the servient estate."
examreview_103669010,48,"Practice of Real Estate and Disclosures, Including Specialty Areas",Licensing and Continuing Education Requirements and Procedures,How old must an individual be to qualify for a real estate salesperson license in California?,18,19,20,21,A,Individuals must be at least 18 years old to qualify for a real estate salesperson license in California. There are also education and examination qualifications to obtain a license.
examreview_103669010,49,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,Which substance when it's absorbed into the body prevents blood's ability to transport oxygen?,Carbon monoxide,Lead,Mold,Radon,A,Absorption of carbon monoxide happens very quickly.
examreview_103669010,50,Financing,Government Programs,"By stabilizing and improving the mortgage market, the FHA helped to build ______.",A global market for mortgage-backed securities,An improved credit rating for home owning Americans,A risk-free security,The real estate profession,A,"As the mortgage market stabilized and improved, it allowed investors to buy and sell mortgage-backed securities on a global scale."
examreview_103669010,51,Property Valuation and Financial Analysis,Value,Which economic principle says that value is created and maintained when the characteristics of a property fit in with its surroundings?,Anticipation,Conformity,Contribution,Substitution,B,Conformity says that value is created and maintained when the characteristics of a property fit in with its surroundings.
examreview_103669010,52,Financing,Loan Brokerage,How long is an MLO endorsement valid?,Four years,One year,Three years,Two years,B,The MLO endorsement must be renewed annually. A real estate license is valid for four years.
examreview_103669010,53,"Practice of Real Estate and Disclosures, Including Specialty Areas",Technology,"In online rental scams, con artists fraudulently rent out a property they don't own and collect the funds. Where do they get the information about the property?",A fence,Google alerts,Online real estate listings,Property owners,C,This information is stolen or scraped from online real estate listings.
examreview_103669010,54,"Practice of Real Estate and Disclosures, Including Specialty Areas",DRE Jurisdiction and Disciplinary Actions,How many members on the Real Estate Advisory Commission are real estate brokers licensed in California?,Eight,Four,Six,Ten,C,The Real Estate Advisory Commission is made up of 10 members. Six are real estate brokers licensed in California. Four are unlicensed consumers.
examreview_103669010,55,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,A licensee is found guilty of price fixing. What did the licensee do?,Agreed with a competitor to charge a specific amount.,Charged a fixed commission price her broker asked her to use.,Charged a separate co-op fee for different brokerages.,Deviated from the standard commission rate.,A,Agreement between competitors is required for price fixing to occur.
examreview_103669010,56,Property Ownership and Land Use Controls and Regulations,Types of Ownership,Dan and Rita are a married couple in California. Which of these items will NOT become community property for them?,"The 10-bedroom, 10-bath home they purchase together.",The horse Rita buys with income from her paycheck.,The Maserati Dan buys with income from his investments.,The ruby slippers Rita inherits from her Auntie Em.,D,"If an individual spouse/domestic partner acquires property through an inheritance or a gift, it's separate property. Any property (real or personal) acquired by either spouse during the marriage or partnership is considered community property."
examreview_103669010,57,Property Ownership and Land Use Controls and Regulations,Encumbrances,Which of the following is true about easements appurtenant?,Only the dominant estate may terminate an easement.,Parcels with easements may not be joined.,The necessity of an easement by necessity could be terminated even if the reason for the necessity still exists.,They can be terminated if dominant and servient lands are merged into one parcel.,D,"If the dominant and servient properties are merged into one land parcel, there's no need for an easement anymore."
examreview_103669010,58,Financing,Mortgages/Deeds of Trust/Notes,"When a deed of trust is used as a security instrument, who holds the deed and the note?",The lender holds the deed and the note,"The lender holds the deed, and the trustee holds the note.","The trustee holds the deed, and the lender holds the note.",The trustee holds the mortgage and the note.,C,"With a deed of trust, the lender receives the promissory note; the trustee holds the deed of trust."
examreview_103669010,59,Financing,Government Programs,Which of the following is true about the Federal Housing Administration's qualifying standards for a mortgage loan?,Allow lenders to approve 90% of borrowers,Are different for first-time homeowners than for anyone who has owned a home before,Are somewhat less stringent than standards for conventional loans,Make borrowing with no cash down easy,C,"FHA qualification standards are less stringent than standards for conventional loans, but a down payment is required. Also, the mortgage insurance the FHA provides balances the risk for the lender."
examreview_103669010,60,Laws of Agency and Fiduciary Duties,Disclosure of Agency,"Kamut met with Amy, a buyer, and showed her his new listing. If Amy is unrepresented, did Kamut err by not providing Amy with an agency disclosure?","No, because he is the listing agent",Only if Amy asked for advice or offered confidential information,"Yes, because any time you meet with a buyer, you must provide agency disclosure","Yes, because he showed her property",B,"Unless their conversation strayed into dangerous territory, this situation does not require that an agency disclosure be provided."
examreview_103669010,61,Financing,General Concepts,"Which calculation looks at all recurring (or installment) debt-such as monthly mortgage, car, credit, and loan payments-as a percentage of the borrower's monthly gross income?",Housing ratio,Loan-to-value ratio,Payment ratio,Total debt ratio,D,Total debt (or debt-to-income) ratio is the borrower's monthly debt obligation as a percentage of monthly gross income.
examreview_103669010,62,Property Ownership and Land Use Controls and Regulations,Property Characteristics,A client wants to move to San Francisco but is unsure whether they'll be able to afford to live there. Housing is very expensive because there simply is no room to build any new housing units. Which economic characteristic does this reflect?,Area preference,Improvements,Permanence,Scarcity,D,San Francisco is out of land to build new housing. Scarcity is the corresponding economic characteristic.
examreview_103669010,63,Financing,Financing/Credit Laws,The purpose of the Seller Financing Disclosure Law is ______.,To ensure that all parties are educated about loan terms and about who will be compensated for arranging credit,To modify the timing of TILA and RESPA disclosures in a seller carry-back transaction,To prohibit usurious loan terms in a privately funded real estate transaction,To require institutional lenders to allow a buyer to assume a loan from a seller,A,California's Seller Financing Disclosure Law requires disclosures in a seller carry-back transaction so that all parties are appropriately educated about loan terms and how the arranger of credit is being compensated.
examreview_103669010,64,Transfer of Property,Types of Vesting,"Sam and Bridget are cousins who co-own property. They are both named on the deed, they received title at the same time, they have the right of survivorship, and they each have equal interest and undivided rights of possession. What type of ownership do they have?",Estate in severalty,Joint tenancy,Tenancy by the entirety,Tenancy in common,B,"Joint tenancy is equal ownership with unity of time, title, interest, and possession. Tenancy by the entirety (in states where it's used) also requires the same four unities, but requires that the owners be married."
examreview_103669010,65,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,"Jasmine is in the market for a new property for her, her partner, and their young child. Tanner is Jasmine's agent and has shown her several properties. Even though several properties meet the criteria his client is seeking, Tanner has intentionally weeded out properties close to the local college campus, because he doesn't think the location would be suitable for a family with young children. What, if anything, has Tanner done wrong?",Tanner has discriminated against Jasmine using familial status as a reason for not showing her properties.,Tanner hasn't involved Jasmine's partner in the search process.,Tanner hasn't received upfront payment for his services.,Tanner is acting within his expertise as Jasmine's agent.,A,Using a consumer's familial status as a reason for not showing properties violates fair housing law.
examreview_103669010,66,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,What does the FTC consider to be a deceptive ad?,Any ad likely to mislead consumers acting reasonably under the circumstances,Any ad or business practice that causes or is likely to cause injury,Any ad that makes a health claim,Any ad with a claim that's clearly not true,A,"Any ad likely to mislead consumers acting reasonably under the circumstances is considered a deceptive ad, according to the FTC's Deception Policy Statement."
examreview_103669010,67,"Practice of Real Estate and Disclosures, Including Specialty Areas",Licensing and Continuing Education Requirements and Procedures,What must take place if a real estate salesperson wants to transfer their license to a new sponsoring broker?,The existing sponsoring broker must notify the California DRE and give the salesperson their license certificate. The salesperson and new sponsoring broker complete a change application.,The new sponsoring broker completes a new license application for the salesperson.,The salesperson completes a change application.,The salesperson must complete a new license application.,A,"All parties (existing broker, salesperson, and new broker) have to take action for the transfer to occur."
examreview_103669010,68,Laws of Agency and Fiduciary Duties,Termination of Agency,"Jenson signed a seller agency agreement with Susan. Right before closing, a hurricane destroyed the property. What happened to Jenson and Susan's agreement?",It's terminated once the specified term in the agency agreement expires.,Jenson and Susan can mutually agree to terminate the agreement.,The agreement terminates by force of law.,The client can revoke the agreement but may be considered in breach of contract.,C,"Because the property was destroyed, the listing agreement terminated by force of law."
examreview_103669010,69,Property Ownership and Land Use Controls and Regulations,Classes of Property,"Homeowner Shaun loves DIY projects and decided to build some bookshelves for his home office. He bolted the shelves to the wall and installed trim around them so they became an integral part of the room. When he sells his home, the bookshelves will be considered ______.",Personal property because Shaun installed them himself,Personal property because they're not an original part of the building,Real property because of the method of annexation,Real property because Shaun conveyed them to the buyer,C,"Attaching personal property to real property, thereby making it a fixture, is called annexation. The bookshelves became real property because of the permanent method of attaching them to the wall."
examreview_103669010,70,"Practice of Real Estate and Disclosures, Including Specialty Areas",Servicing Diverse Populations,Which of the following is the best reason to support diversity in a real estate office?,It creates a challenging workplace.,It's hard to find employees.,It's politically correct.,It's the best way to provide service to a broad array of clients.,D,"Diversity in the real estate office offers many advantages, one of which is the opportunity to serve many clients with a variety of needs."
examreview_103669010,71,"Practice of Real Estate and Disclosures, Including Specialty Areas",Agency Supervision,"If a California licensee commits a violation and it's found the broker didn't adequately supervise the licensee, whose license in jeopardy?",Both the broker's and licensee's,The broker's,The licensee's,The license of any future licensee of the firm,A,"Failure to supervise is a common violation, often occurring when an associated licensee has committed a violation, putting both the licensee's and the affiliated broker's license in jeopardy."
examreview_103669010,72,Property Valuation and Financial Analysis,Value,"Althea is starting her own candle business. Her plan is to rent a space to sell her products for several years, with the hope of expanding. In this scenario, which item represents supply?",Commercial building for sale,Commercial space for lease,Single-family house for rent,Single-family house for sale,B,"Business owners are looking for commercial spaces. In this scenario, the space available for lease represents the supply Althea will consider."
examreview_103669010,73,"Practice of Real Estate and Disclosures, Including Specialty Areas",Trust Account Management,What do the commissioner's regulations and the Business and Professions Code have to say about trust fund account handling?,Any interest earned must be turned over to the client,"If kept in a general business account, they must be labeled ""trust fund""",Nothing; this is a matter for the state's attorney general,They must be kept in a neutral escrow or trust fund account,D,Trust funds must be held in accounts separate from personal and business funds to be in compliance with commissioner's regulations and the Business and Professions Code.
examreview_103669010,74,"Practice of Real Estate and Disclosures, Including Specialty Areas",Trust Account Management,The funds placed in trust accounts are insured by the ______.,AARP,FDIC,NAIC,WNBA,B,The Federal Deposit Insurance Corporation is the corporation that insures federal deposits.
examreview_103669010,75,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,"What is the practice of not allowing mortgage lending in certain areas that the lender deems to be ""risky""?",Blockbusting,Gerrymandering,Redlining,Steering,C,The FHA would not insure mortgage loans from any redlined areas where such ranking was based on demographics.
examreview_103669010,76,Laws of Agency and Fiduciary Duties,Responsibilities of Agent to Seller/Buyer as Principal,"Chuck represents Benny. April is buying Benny's property, but Chuck does not represent her. Which duty does Chuck owe Benny that he does not owe to April?",Confidentiality,Disclosure of material facts,Good faith,Honesty,A,"Disclosure of material facts is required of all parties, as are good faith and honesty. An agent only owes the duty of confidentiality to a client."
examreview_103669010,77,Property Valuation and Financial Analysis,Value,A rundown home is driving down property values on the block. What economic principle is at work here?,Anticipation,Contribution,Progression,Regression,D,"Regression is when a lower-quality property is adjacent to a higher-quality property, and it can diminish the value of the higher-quality property."
examreview_103669010,78,Contracts,Offers/Purchase Contracts,You're a new licensee who's thrilled to be working with five different buyer clients. Under what circumstances is it appropriate for you to determine the earnest money amount for your clients?,If the buyer is a first-time buyer,If the buyer is buying a second home,If the buyer seems confused,In none of these circumstances,D,"It's never appropriate for a licensee to set the earnest money amount. You can advise your client about local customs or provide a recommendation, but buyers must set the amount to offer, and sellers may stipulate a minimum acceptable amount."
examreview_103669010,79,Property Ownership and Land Use Controls and Regulations,Descriptions of Property,Two neighbors are arguing over their shared lot line. One neighbor thinks that the other planted a privet hedge on their property. A civil legal action was filed by one neighbor against the other. Which of these would the court use to determine the actual lot line?,Aerial photographs,An affidavit from a surveyor,Legal descriptions of both properties,Testimony from long-time neighbors,C,"Recorded legal descriptions, often in conjunction with a survey or surveyor's opinion of what the legal description indicates, may be used to determine ownership boundaries."
