exam_name,question_number,topic,subtopic,question_text,A,B,C,D,correct_label,explanation
examreview_103641172,34,Property Ownership and Land Use Controls and Regulations,Public Controls,"When a city is determining zones, what should be followed?",Construction standards,Federal zoning codes,State zoning codes,The comprehensive plan,D,A city or county's comprehensive plan outlines future development plans and goals of the area. Zoning decisions should follow this plan.
examreview_103641172,35,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,Federal law requires disclosures about what potential hazard in residential properties built prior to 1978?,Arsenic,Asbestos,Lead,Radiation,C,"Prior to 1978, many manufacturers used lead in their paint, which can pose health problems if ingested."
examreview_103641172,36,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,Which of these is an example of blockbusting?,A lender withholds mortgage loans in areas considered demographically risky.,A licensee convinces a homeowner to sell immediately because a demographic shift is occurring in the neighborhood.,A licensee doesn't tell her buyer client about a first-floor condo because she felt it wasn't safe for the client.,A licensee focuses on showing properties in areas that are demographically similar to her buyer clients' ethnicity.,B,Any attempt to convince property owners that property values are set to decline or sales will be difficult because of a specific protected group moving into the area is considered blockbusting.
examreview_103641172,37,"Practice of Real Estate and Disclosures, Including Specialty Areas",Servicing Diverse Populations,Fair housing laws give homeseekers a legal right to which of the following?,"Access to a ""rent to own"" program for properties when they can't pay the required down payments","Complaint process for rejected home offers, even if the offer is significantly below list price","Credit to purchase the home of their choice, regardless of ability to repay",No discriminatory limitations on communities or locations of housing,D,Homeseekers have a right to be shown housing within their price range without discrimination or other limitations.
examreview_103641172,38,Contracts,General,What kind of contract exists after closing?,Executed,Executory,Implied,Voidable,A,An executed contract is one in which the parties have met all terms of the contract.
examreview_103641172,39,Financing,Loan Brokerage,"Samantha is an assistant to Matt, a real estate licensee with an MLO endorsement. She performs administrative tasks on his behalf. Does she need an MLO endorsement?","No, she doesn't need an MLO endorsement because she is not paid by Matt.","No, she doesn't need an MLO endorsement because she is only performing administrative tasks.","Yes, she must have an MLO because she's being compensated for mortgage-related activities.","Yes, she must have an MLO endorsement to work as an assistant to the MLO.",B,A person does not need an MLO endorsement if they work on behalf of an MLO and only perform administrative or clerical tasks
examreview_103641172,40,Financing,Government Programs,Which of the following is a true statement about borrower qualification standards for a VA-guaranteed loan?,Every veteran qualifies.,The applicant must have a certificate of eligibility.,The applicant must have a certificate of reasonable value.,Those who aren't service members or former service members don't qualify.,B,"Not every veteran or active duty borrower will qualify. A certificate of eligibility is required, and the borrower must have sufficient credit and income."
examreview_103641172,41,Laws of Agency and Fiduciary Duties,Disclosure of Agency,"Which of the following situations would qualify as ""more than casual,"" and therefore require an agency disclosure form to be signed?",When a 'for sale by owner' seller asks a licensee whether the licensee believes the house is overpriced,When a licensee shows a couple who is expecting their first child around an open house,When a listing agent shows an unrepresented buyer their own listing,When a listing agent shows a visitor around at an open house,A,Reliance on the licensee's advice would be a tip off that a relationship has become more than casual.
examreview_103641172,42,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,"When working with a developer who's purchasing undeveloped land for a new subdivision, ABC Realty stipulates in the contract that in order to purchase the undeveloped land, the developer must purchase grading services from Bulldozers-R-Us. Which antitrust violation is this?",Group boycotting,Market allocation,Price fixing,Tie-in arrangement,D,The brokerage is requiring the developer to use another firm's services as a condition of working with the brokerage. This is an example of a tie-in arrangement.
examreview_103641172,43,Laws of Agency and Fiduciary Duties,Termination of Agency,"A seller listed his property with Home Sweet Home Realty and one of its listing agents. About a month later, the listing agent filed for bankruptcy. Which of the following statements about this situation is true?",Bankruptcy has no impact on agency agreements.,The agency agreement is terminated because the agent filed for bankruptcy.,The agency agreement only terminates if the broker or the principal declares bankruptcy.,The seller can choose whether or not to continue the listing agreement with the agent.,C,Bankruptcy of the broker (not the agent) or the principal terminates an agency agreement by force of law.
examreview_103641172,44,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,Where is required information included on your website?,On a page marked required information only,On every page,On the contact page only,On the home page only,B,"On a website, required information must be placed on every page."
examreview_103641172,45,Property Ownership and Land Use Controls and Regulations,Classes of Property,Display shelves installed by a business owner in a rented building are a good example of ______.,Leased premises,Real estate,Real property,Trade fixtures,D,"These are examples of trade fixtures. Trade fixtures, while attached, are not considered real property. They are generally allowed to be removed by the business owner, who is responsible for repairing any signs of removal."
examreview_103641172,46,Property Ownership and Land Use Controls and Regulations,Water Rights,"The right to access ponds, lakes, and other stationary bodies of water is ______.",Littoral,Mineral,Riparian,Water,A,"If it helps, remember that littoral and lake (a stationary body of water) both begin with an 'l.' Riparian and river (a moving body of water) both begin with an 'r.'"
examreview_103641172,47,Financing,Types of Loans,A home equity line of credit (HELOC) is based on the homeowner's available ______.,Cash,Credit,Equity,References,C,"A HELOC is based on available equity, and is set up as a line of credit that homeowners can use as an open-ended account."
examreview_103641172,48,Property Ownership and Land Use Controls and Regulations,Descriptions of Property,What does the metes and bounds system use to develop a property's legal description?,Compass headings and directions,Plat references,Principal meridians and base lines,Townships and sections,A,The metes and bounds system uses compass headings and directions.
examreview_103641172,49,Contracts,Listing Agreements,"Janice wanted to sell her townhome, and her neighbor was considering buying it. She wanted to put it on the market while she waited to find out if her neighbor was going to buy. In order to receive the best possible representation but avoid paying compensation if her neighbor buys the property, which type of listing agreement would best suit Janice's needs?",Exclusive agency,Exclusive right to sell,Net,Open,A,"It's easy to confuse exclusive agency and exclusive right to sell. With exclusive agency, the seller retains the right to find a buyer and avoid paying compensation, but the seller's listing will likely receive more attention from the agent than it would with an open listing."
examreview_103641172,50,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,Which of the following is true of a brokerage having a pricing policy for its associated licensees?,It's an example of a tie-in arrangement and an antitrust violation.,It's an example of market allocation and an antitrust violation.,It's an example of price fixing and an antitrust violation.,It's permissible.,D,Brokerages may independently set a price policy for their associated licensees.
examreview_103641172,51,Financing,General Concepts,"When calculating loan-to-value ratios, which of the following will be used by the lender?",The appraisal value,The greater of the sales price or appraisal value,The lesser of the sales price or appraisal value,The sales price,C,Lenders use the lesser of the sales price and appraised value.
examreview_103641172,52,"Practice of Real Estate and Disclosures, Including Specialty Areas",Record Keeping Requirements,Section 10148 of the California Business and Professions Code requires records pertaining to real estate transactions be held for ________ years.,Five,Four,Three,Two,C,The requirement is three years; brokers may keep them longer.
examreview_103641172,53,"Practice of Real Estate and Disclosures, Including Specialty Areas",Licensing and Continuing Education Requirements and Procedures,What is the minimum amount of full-time real estate industry experience that an individual must have to qualify for a broker's license?,Four years,One year,Three years,Two years,D,Individuals must have at least two years' experience as a full-time real estate salesperson (or equivalent) during the last five years.
examreview_103641172,54,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,Which of the following can indicate an electrical problem?,A broken light bulb,A burned or discolored outlet,An outlet that only works when the switch is turned on,A switch that's cool to the touch,B,An outlet that's discolored or looks burned can indicate an electrical problem. Signs of a defect in the electrical system should be checked out by an expert immediately.
examreview_103641172,55,Financing,Government Programs,Fatima is using a VA loan to purchase a home from Sue. Sue agrees to pay Fatima's closing costs. Which of the following statements is true?,Closing costs aren't considered a seller concession.,Sue can increase the sale price of the property by the same amount she is paying for Fatima in closing costs.,Sue is allowed to pay no more than 50% of Fatima's closing costs.,"This would be a seller concession, and would be included within a 4% limit on seller concessions. ",A,"If the seller pays the buyer's closing costs, other than prepaid items or the funding fee, it isn't counted as seller concessions."
examreview_103641172,56,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,Which of the following is about discussing or implying a standard commission for the industry? TRUE,It's an example of a tie-in arrangement and is an antitrust violation.,It's an example of market allocation and is an antitrust violation.,It's an example of price fixing and is an antitrust violation.,It's permissible.,C,"Discussing or even implying that there is a standard commission in the industry amounts to price fixing, which is an antitrust violation."
examreview_103641172,57,Contracts,General,Two intoxicated co-workers sign a contract in which they agree to marry each other if they're both still single when they reach age 40. Which of the following is true about this contract?,This is an enforceable contract because it has a time period in which it must be completed.,This is a valid contract because the parties are adults and the consideration,(marriage) is legal.,This is a voidable contract because the parties were intoxicated at the time they signed it.,C,This is a void contract because it is illegal for co-workers to enter into a relationship- related agreement. This is a voidable contract because the parties were intoxicated at the time they signed it.
examreview_103641172,58,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,Which one of the following is a common problem with roof shingles?,Clean fascia,Discoloration or curling,Soffit without holes,Water buildup and ice damming,B,Discolored or curling shingles mean roof repairs may be needed soon.
examreview_103641172,59,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,Former landfills are often used for what purpose?,Brownfields,Development of golf courses and parks,Special purpose landfills,Unregulated waste disposal areas,B,Former landfills are often used as sites for development of golf courses and parks.
examreview_103641172,60,Financing,General Concepts,A calculation that describes the amount being borrowed compared to the value of a property is called ______ ratio.,Appraisal,Housing,Loan-to-value,Total debt,C,"LTV ratio describes the amount being financed or borrowed compared to property value (sales price or appraised value), whichever is less."
examreview_103641172,61,Contracts,General,"Grace found herself in a breach of contract situation where the other party met some of the terms but not others. Grace thought it would cost a lot of time and money to sue, so she decided to accept the work that had been done and call it good. This is an example of ______.",Accepting partial performance,Mutually rescinding the contract,Rescinding the contract unilaterally,Suing for damages,A,"In this example, Grace accepted partial performance as a means of remedying the breach of contract."
examreview_103641172,62,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,The Lanham Act gives companies what right?,The right to a trial by jury,"The right to make misleading advertising claims less than 10% of the time, which is known as the Lanham Percentage Right",The right to pursue clients by whatever means possible,The right to sue competitors using deceptive claims in ads,D,The Lanham Act is a federal act that grants companies the right to sue any competitor that uses deceptive claims in its ads.
examreview_103641172,63,"Practice of Real Estate and Disclosures, Including Specialty Areas",Permitted Activities of Unlicensed Sales Assistants,River is an unlicensed assistant at a brokerage. Which of the following tasks is she permitted to perform for her broker?,Assemble closing documents.,Host an open house.,Negotiate on a client's behalf.,Suggest a sale price for a client's listing.,A,Unlicensed assistants may perform administrative tasks and may cold call potential clients.
examreview_103641172,64,"Practice of Real Estate and Disclosures, Including Specialty Areas",Specialty Areas,What is the advantage to niche marketing?,Focuses your efforts and increases your chances of being noticed,Guarantees a minimum income,Reduces the real estate professional's liability,Requires no marketing effort,A,The advantage of niche marketing is that it focuses your marketing efforts so that your chances of being noticed become greater than if you were to try to be all things to all people.
examreview_103641172,65,Financing,Government Programs,The Farm Credit System funds are acquired from ______.,Local lenders,Mortgage-backed securities,Private investors,The sale of debt securities and international money markets,D,"The Farm Credit System money comes not from deposits, but from the sale of debt securities in the U. S. and in international money markets."
examreview_103641172,66,"Practice of Real Estate and Disclosures, Including Specialty Areas",Commercial/Industrial/Income Properties,"Rhonda purchased an existing pet store in her neighborhood, and she's so excited! Her animal-loving aunt is thrilled for Rhonda but disappointed that she won't be able to visit the store in her wheelchair, as the aisles are narrow and there isn't enough room to move around. What is true about Rhonda's responsibilities to her aunt and other people with disabilities?","At a minimum, Rhonda is required to add an accessible bathroom.","At a minimum, Rhonda is required to add an accessible entrance to the building.","Because Rhonda purchased a retail business, she must meet the same ADA requirements as new construction buildings.","Since Rhonda purchased an existing building and business, the ADA requirements aren't as strict as with new construction and vary by building.",D,"There is no required minimum for existing buildings; instead, each business must make a reasonable effort to resolve usage barriers for people with disabilities."
examreview_103641172,67,"Practice of Real Estate and Disclosures, Including Specialty Areas",Property Management,The property management proposal includes information such as ______.,Details about the property manager's hobbies and personal interests,Details about the property manager's qualifications,Personal information about the property manager's family,The benefits and bonuses the owner will give the property manager in return for services rendered,B,"The proposal should provide information about the property manager's qualifications, the duties the property manager will perform, and the reports the property manager will provide to the owner."
examreview_103641172,68,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,Which type of property is exempt from the Fair Housing Act?,Condominium with no more than eight units,Condominium with no more than four units,Owner-occupied with no more than eight units,Owner-occupied with no more than four units,D,An owner-occupied property that contains no more than four units is exempt from federal fair housing laws.
examreview_103641172,69,Transfer of Property,Special Processes,Which of the following best describes the non-judicial foreclosure process?,It may be used if the deed of trust includes a power-of-sale clause.,It's an outdated process that's no longer used.,"It's the same as the judicial process, just called by a different name in different states.","Regardless of how it sounds, the lender still has to go to court.",A,"Non-judicial foreclosure is an alternative to judicial foreclosure. It may be used if the deed of trust includes a power-of-sale clause, and it doesn't require the lender to go to court."
examreview_103641172,70,Contracts,Listing Agreements,Which of the following best describes a net listing?,The seller agrees to a flat fee as agent compensation for the sale.,The seller reserves the right to sell the property and not have to pay compensation.,The seller specifies a desired price for the property and agrees to pay the broker any amount received that's more than that price.,"The seller works with many agents, and only the agent who procures the buyer is owed compensation.",C,A net listing means the seller is holding out for a specific price; the amount of compensation to be paid to the listing agent is anything over the sales price of the property.
examreview_103641172,71,"Practice of Real Estate and Disclosures, Including Specialty Areas",DRE Jurisdiction and Disciplinary Actions,How many members on the Real Estate Advisory Commission are unlicensed consumers?,Eight,Four,Six,Ten,B,The Real Estate Advisory Commission is made up of 10 members. Six are real estate brokers licensed in California. Four are unlicensed consumers.
examreview_103641172,72,Transfer of Property,Types of Vesting,In which form of co-ownership is a person's ownership inheritable?,Joint tenancy,Tenancy by the entirety,Tenancy in common,Tenancy in severalty,C,"With tenancy in common, if one owner dies, that person's ownership is inheritable. It doesn't automatically pass to the other owners as it would with joint tenancy."
examreview_103641172,73,"Practice of Real Estate and Disclosures, Including Specialty Areas",Commercial/Industrial/Income Properties,A steel plant is an example of which commercial property category?,Leisure,Manufacturing,Retail,Sporting,B,"A steel plant is a manufacturing property. Other subcategories of manufacturing include heavy industrial, light manufacturing, and loft/warehouse."
examreview_103641172,74,"Practice of Real Estate and Disclosures, Including Specialty Areas",Commercial/Industrial/Income Properties,"Congratulations! The crowd funding worked. Now you can start manufacturing your own line of yoga clothing. But first, you need a location to do all of that sewing. Which building would you select?",Heavy industrial,Light manufacturing,Residential,Retail outlet,B,Clothing production is a type of light manufacturing.
examreview_103641172,75,Property Ownership and Land Use Controls and Regulations,Water Rights,"Shannon's rural property in San Diego County has a small stream that runs across one corner where her horses are pastured, and her horses use it as a water source. What's true about this situation?","Shannon has a riparian right to use the water flowing across her property as a water source for her animals, though she may not divert the water.","Shannon is violating the state's water laws, which prohibit any use of water that flows across a property.",She must have a permit from the state water board to use the water from the stream that runs across her property.,"The doctrine of prior appropriation makes this use of the stream water illegal, since it originates on another person's property.",A,"California uses both riparian rights, which allow Shannon to use the water flowing across her property, and prior appropriation. As long as Shannon doesn't divert the stream water, she's free to use it (and so are her horses)."
examreview_103641172,76,"Practice of Real Estate and Disclosures, Including Specialty Areas",Property Management,California law requires owners of rental buildings with 16 or more units to hire a property manager. What is this type of property manager called?,Individual building manager,Investor,Owner,Resident manager,D,The resident manager lives onsite to be able to respond to tenant issues and needs.
examreview_103641172,77,"Practice of Real Estate and Disclosures, Including Specialty Areas",Reports,The Residential Earthquake Hazards Report must be provided to prospective buyers in residential transactions involving homes built before __________.,1900,1945,1960,1978,C,Homes built prior to 1960 may be more susceptible to damage from earthquakes and require this disclosure.
examreview_103641172,78,"Practice of Real Estate and Disclosures, Including Specialty Areas",Property Management,Which of the following information in a report would NOT help your owner assess whether your rental rates are competitive?,The number of occupants in each of your units,The number of unit applications accepted in the past six months,The number of vacancies in the property,"The vacancy rate of your property compared to a similar, nearby property",A,The number of occupants in each unit isn't related to competitive rental rates.
examreview_103641172,79,"Practice of Real Estate and Disclosures, Including Specialty Areas",Licensing and Continuing Education Requirements and Procedures,"Tom is an unlicensed individual helping his sister, Katie, find a new house, in return for a trip to Europe. Which of the following activities can Tom legally perform?",He can negotiate the sale of her old house.,He can purchase a new property for Katie at an auction.,He can receive compensation from Katie for locating a new house.,He can search real estate sites and resources to find available homes in the area.,D,The only activity listed that Tom can legally perform is to search real estate sites and resources to help Katie find a new house.
examreview_103641172,80,Property Valuation and Financial Analysis,Methods of Estimating Value,Which of the following is used to estimate market value when preparing a CMA for a new listing?,A general analysis,Comparable sales,Construction costs,Previous sales price,B,"A licensee uses limited data about comparable sales to complete a CMA, whereas an appraiser uses a variety of data to create an appraisal."
examreview_103641172,81,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,A licensee tells a potential client that all licensees in the area charge the same rate for their services. What antitrust violation does this imply?,A tie-in arrangement,Group boycotting,Market allocation,Price fixing,D,"By stating that licensees won't work for less than 2%, the firm implies there's a price fixing agreement in place."
examreview_103641172,82,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,"Business is booming for a new brokerage firm. The other firms in the area are unhappy about the cooperating split the firm offers, and they all agree to not show its listings to their buyer clients. What is this an example of?",Blockbusting,Group boycotting,Market allocation,Steering,B,"Two or more firms agreeing to not cooperate, or to cooperate on less-favorable terms, with another brokerage firm results in the antitrust violation of group boycotting."
examreview_103641172,83,Contracts,Promissory Notes/Securities,Stacy has gone into default on her mortgage. Her lender is demanding that the entire loan balance be paid in full. Which mortgage clause permits her lender to do this?,Acceleration,Alienation,Defeasance,Due-on-sale,A,The acceleration clause gives the lender the right to accelerate payment of the loan if the borrower defaults.
examreview_103641172,84,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,Which of these scenarios is basically the same as fraud?,Frank noted that his listing is in a city-approved urban renewal district.,"Jeannie's ad read ""all new fixtures,"" when most of the fixtures were just cleaned up and re-installed.","Margo's listing read, ""This is the most beautiful home you'll find in this price range!""","Terrance's ad mistakenly noted a property's square footage as 2,575 instead of 2,775.",B,"Intentional misrepresentation is considered fraud, and Jeannie was untruthful about the condition of the home's fixtures."
